cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127543,0.134611,-0.007068,0.143397,0.152076,0.00788511,0.00770796,0.127536,0.134603,False,0.0905694125,0.0587728,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21433,1.21424,,,,,,,
1,initial_eval,1,1,False,False,0.135686,0.128408,0.007278,0.150274,0.159827,0.0284345,0.0282743,0.128401,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.3508e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20386,1.20372,,,,,,,
2,initial_eval,2,1,False,False,0.137389,0.130804,0.00658479,0.142621,0.150384,0.0118544,0.0117627,0.130797,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19345,1.19326,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818712,0.00803675,0.131504,0.13821,False,0.09145944999999998,0.177598,0.0626052,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18312,1.18288,,,,,,,
4,train,0,0,True,True,0.128787,0.135701,-0.00691319,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.877346,0.926454,2.44873e-07,-0.00493047,0.00198273,0.0166629,0.00351273,0.0166629,5.53196e-07
5,train,1,1,True,True,0.134426,0.129374,0.00505158,0.15067,0.157985,0.0284435,0.02834,0.129367,0.134418,True,0.071197075,0.062923,0.129432,-2.07571e-26,0.186798,0.0107464,0.0814954,0.0435792,0.0546026,0.339626,0.339429,0.882392,0.919463,2.44601e-07,0.00725986,0.00220827,0.0112448,0.00332068,0.0112448,5.53196e-07
6,train,2,1,True,True,0.135799,0.129239,0.00656017,0.141178,0.148838,0.01188,0.011789,0.129232,0.135792,True,0.0967776375,0.101402,0.0690131,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,0.341509,0.341485,0.878463,0.924833,3.01001e-07,0.00841811,0.00185794,1.24406e-07,0.00329932,0.00329932,5.53195e-07
7,train,3,0,True,True,0.128774,0.137393,-0.00861939,0.142612,0.152567,0.00824153,0.00805211,0.128767,0.137386,False,0.09145846249999999,0.177599,0.0626032,0.0967092,0.0976924,0.0551296,0.112825,0.0751191,0.0539902,0.340025,0.339917,0.873597,0.932241,3.00162e-08,-0.00646366,0.00215573,0.00611344,0.00352157,0.00611344,5.53193e-07
8,train,0,0,True,True,0.126253,0.132901,-0.00664761,0.140995,0.149229,0.00792224,0.00776212,0.126246,0.132894,False,0.09056708749999999,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691836,0.11159,0.0941539,0.339451,0.339341,0.876149,0.92814,1.88205e-07,-0.00465394,0.00199367,0.0166558,0.0034997,0.0166558,5.53193e-07
9,train,1,1,True,True,0.132006,0.127178,0.00482836,0.148019,0.155153,0.0285794,0.0284856,0.127171,0.131999,True,0.07119579999999999,0.0629215,0.12943,-2.07581e-26,0.186797,0.0107454,0.0814932,0.0435784,0.0546009,0.339647,0.339429,0.88169,0.920291,2.82791e-07,0.0070511,0.00222274,0.0112409,0.00330134,0.0112409,5.53193e-07
