cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
10,train,2,1,True,True,0.133323,0.126999,0.00632406,0.138312,0.145738,0.01193,0.0118414,0.126992,0.133316,True,0.0967764875,0.101401,0.0690114,0.150534,0.0421629,0.0842042,0.0846054,0.121205,0.121088,0.341559,0.341537,0.877503,0.926131,3.00998e-07,0.00833793,0.00201388,1.37069e-07,0.00327914,0.00327914,5.53191e-07
11,train,3,0,True,True,0.12682,0.135196,-0.00837651,0.13993,0.149539,0.00828404,0.00810274,0.126813,0.135189,False,0.0914573125,0.177599,0.0626013,0.096708,0.0976909,0.0551286,0.112824,0.0751181,0.0539886,0.340048,0.339943,0.87252,0.933939,5.07313e-08,-0.00611322,0.00226329,0.00611281,0.00350822,0.00611281,5.5319e-07
12,train,0,0,True,True,0.124041,0.1304,-0.00635958,0.138637,0.146425,0.00795918,0.00781714,0.124034,0.130393,False,0.09056595,0.0587686,0.19442,0.049342,0.0992329,0.0478387,0.069182,0.111591,0.0941524,0.339461,0.339364,0.875094,0.929637,1.31556e-07,-0.00436908,0.0019905,0.0166486,0.0034857,0.0166486,5.53189e-07
13,train,1,1,True,True,0.12978,0.125197,0.0045824,0.145419,0.152347,0.0287177,0.0286352,0.12519,0.129773,True,0.07119467499999999,0.06292,0.129429,-2.07588e-26,0.186796,0.0107445,0.0814911,0.0435776,0.0545992,0.339672,0.339435,0.881122,0.920956,3.20968e-07,0.00683471,0.00225231,0.011237,0.00328226,0.011237,5.53189e-07
14,train,2,1,True,True,0.13101,0.124929,0.00608046,0.135456,0.142641,0.0119799,0.0118937,0.124922,0.131002,True,0.09677521250000001,0.1014,0.0690097,0.150532,0.0421614,0.0842032,0.0846044,0.121204,0.121087,0.341611,0.341593,0.876572,0.927426,3.00996e-07,0.00808249,0.00200203,1.49727e-07,0.00325888,0.00325888,5.53187e-07
15,train,3,0,True,True,0.124734,0.132735,-0.00800042,0.137298,0.146535,0.00832647,0.00815367,0.124728,0.132728,False,0.09145631249999998,0.1776,0.0625994,0.0967068,0.0976894,0.0551276,0.112823,0.0751172,0.0539871,0.340071,0.339969,0.871515,0.935547,7.14445e-08,-0.00597167,0.00202875,0.00611213,0.00349421,0.00611213,5.53186e-07
16,final_eval,0,0,False,False,0.12219,0.12825,-0.00605989,0.136323,0.143663,0.00799581,0.00787292,0.122184,0.128243,False,0.0905647125,0.0587672,0.194419,0.0493407,0.0992308,0.0478376,0.0691805,0.111591,0.0941509,0.339428,0.339346,1.1481,1.14808,,,,,,,
17,final_eval,1,1,False,False,0.128145,0.121523,0.00662286,0.142483,0.151367,0.0288466,0.028719,0.121516,0.128138,True,0.07119355,0.0629186,0.129428,-3.32764e-26,0.186795,0.0107434,0.081489,0.0435768,0.0545976,0.33968,0.339377,1.13972,1.1397,,,,,,,
18,final_eval,2,1,False,False,0.129954,0.124117,0.00583661,0.134039,0.141088,0.0120041,0.0119197,0.12411,0.129947,True,0.09677407500000001,0.101399,0.069008,0.150531,0.04216,0.0842023,0.0846033,0.121203,0.121086,0.341596,0.34158,1.13968,1.13967,,,,,,,
19,final_eval,3,0,False,False,0.124678,0.130635,-0.00595645,0.137678,0.144706,0.00831419,0.00818896,0.124671,0.130627,False,0.091455225,0.1776,0.0625976,0.0967057,0.097688,0.0551266,0.112822,0.0751163,0.0539856,0.340014,0.339952,1.1397,1.13968,,,,,,,
