theta_p,act,read_p_gain,read_p_slope,write_p_charge_v,write_p_discharge_v,theta_n,read_n_gain,read_n_slope,write_n_charge_v,write_n_discharge_v,write_mode,signed_read_gain,signed_increase_mobility,signed_decrease_mobility,physical_gradient_increase_mobility,physical_gradient_decrease_mobility,signed_update_sign_aligned,physical_gradient_sign_aligned,signed_mobility_balance,physical_gradient_mobility_balance
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,0.0,0.0,0.0,False,False,,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,0.0,0.0005654006620408097,0.0,False,False,0.0,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,0.0,0.012992909354099778,0.0,False,False,0.0,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,0.0,1.637389277160678e-34,0.0,False,False,,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,0.0,2.5021238103219782e-34,0.0,False,False,,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,0.0,3.85929490280618e-34,0.0,False,False,,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,0.0,3.869614189522602e-34,0.0,False,False,0.0,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,9.217404617345437e-19,0.0,2.046674966692627e-34,False,False,0.0,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,9.217404617345437e-19,0.0005654006620408097,2.046674966692627e-34,True,True,3.703703383237387e-15,3.619866590366499e-31
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,9.217404617345437e-19,0.012992909354099778,2.046674966692627e-34,True,True,2.0261459905079563e-16,1.57522454048894e-32
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,9.217404617345437e-19,1.637389277160678e-34,2.046674966692627e-34,False,True,-0.8000240897100803,0.8000240897100803
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,9.217404617345437e-19,2.5021238103219782e-34,2.046674966692627e-34,False,True,-1.2225311058381412,0.8179750970953179
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,0.0,2.046674966692627e-34,False,False,0.0,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,0.0,2.046674966692627e-34,False,False,0.0,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,0.0,2.046674966692627e-34,False,False,0.0,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,0.0,2.046674966692627e-34,False,False,0.0,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,9.217404617345437e-19,3.85929490280618e-34,2.046674966692627e-34,False,True,-1.885641328306614,0.5303235482741793
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,9.217404617345437e-19,3.869614189522602e-34,2.046674966692627e-34,True,True,0.5289093089006703,0.5289093089006703
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,0.0,2.046674966692627e-34,False,False,0.0,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,0.0,0.0,0.0,False,False,,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,0.0,0.0005654006620408097,0.0,False,False,0.0,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,0.0,0.012992909354099778,0.0,False,False,0.0,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,0.0,1.637389277160678e-34,0.0,False,False,,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,0.0,2.5021238103219782e-34,0.0,False,False,,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,0.0,3.85929490280618e-34,0.0,False,False,,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,0.0,3.869614189522602e-34,0.0,False,False,0.0,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,0.0,0.0,0.0,False,False,,
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,-0.000189896,2.5036199998358376e-12,1.4728783181399996e-113,-5.007239999343351e-21,-5.013648337382194e-224,True,False,5.882994696625591e-102,
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,-0.0001898958,0.00024886990317778834,1.4728783181399996e-113,0.0005654004665497129,-5.013648337382194e-224,True,False,5.918266127534919e-110,-8.86742872353355e-221
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.599964,0.004549229459013743,1.4728783181399996e-113,0.012992904874191517,-5.013648337382194e-224,True,False,3.2376434985526415e-111,-3.858758596271312e-222
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.599964,-7.374145738481275e-19,1.4728783181399996e-113,1.637389277160678e-34,-5.013648337382194e-224,False,False,-5.006622507549432e+94,-3.061977018730777e-190
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.599964,-1.1268563859800907e-18,1.4728783181399996e-113,2.5021238103219782e-34,-5.013648337382194e-224,False,False,-7.650709309124211e+94,-2.0037570949524788e-190
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,0.0,-5.013648337382194e-224,False,False,0.0,
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,0.0,-5.013648337382194e-224,False,False,0.0,
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,0.0,-5.013648337382194e-224,False,False,0.0,
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,0.0,-5.013648337382194e-224,False,False,0.0,
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.599964,-1.7380719086190767e-18,1.4728783181399996e-113,3.85929490280618e-34,-5.013648337382194e-224,False,False,-1.1800512555673795e+95,-1.299109931644938e-190
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.599964,1.7427193022001574e-18,1.4728783181399996e-113,3.869614189522602e-34,-5.013648337382194e-224,True,False,8.451609598175177e-96,-1.2956455325590826e-190
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,0.0,-5.013648337382194e-224,False,False,0.0,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,-0.000189896,2.5036199998358376e-12,-0.0008371193182196967,-5.007239999343351e-21,-0.00023803043886665894,False,False,-334363568.8621223,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,-0.0001898958,0.00024886990317778834,-0.0008371193182196967,0.0005654004665497129,-0.00023803043886665894,False,False,-3.3636824201344795,-0.42099441537289584
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.599964,0.004549229459013743,-0.0008371193182196967,0.012992904874191517,-0.00023803043886665894,False,False,-0.18401343035380352,-0.01832003244628314
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.599964,-7.374145738481275e-19,-0.0008371193182196967,1.637389277160678e-34,-0.00023803043886665894,False,False,,-1.453719296851734e+30
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.599964,-1.1268563859800907e-18,-0.0008371193182196967,2.5021238103219782e-34,-0.00023803043886665894,False,False,,-9.513135916165104e+29
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,0.0,-0.00023803043886665894,False,False,,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,0.0,-0.00023803043886665894,False,False,,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,0.0,-0.00023803043886665894,False,False,,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,0.0,-0.00023803043886665894,False,False,,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.599964,-1.7380719086190767e-18,-0.0008371193182196967,3.85929490280618e-34,-0.00023803043886665894,False,False,,-6.167718323198926e+29
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.599964,1.7427193022001574e-18,-0.0008371193182196967,3.869614189522602e-34,-0.00023803043886665894,False,False,-480352353452931.8,-6.151270571395775e+29
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,0.0,-0.00023803043886665894,False,False,,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.074877104,2.5036199998358376e-12,-0.001101949224324405,-5.007239999343351e-21,-0.0008390224995952088,False,False,-440142363.61614776,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.07487710419999999,0.00024886990317778834,-0.001101949224324405,0.0005654004665497129,-0.0008390224995952088,False,False,-4.427812323843722,-1.4839437694758917
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.5248970000000001,0.004549229459013743,-0.001101949224324405,0.012992904874191517,-0.0008390224995952088,False,False,-0.2422276638829521,-0.06457543618762289
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.5248970000000001,-7.374145738481275e-19,-0.001101949224324405,1.637389277160678e-34,-0.0008390224995952088,False,False,,-5.124148003766822e+30
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.5248970000000001,-1.1268563859800907e-18,-0.001101949224324405,2.5021238103219782e-34,-0.0008390224995952088,False,False,,-3.3532413389537335e+30
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,0.0,-0.0008390224995952088,False,False,,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,0.0,-0.0008390224995952088,False,False,,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,0.0,-0.0008390224995952088,False,False,,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,0.0,-0.0008390224995952088,False,False,,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.5248970000000001,-1.7380719086190767e-18,-0.001101949224324405,3.85929490280618e-34,-0.0008390224995952088,False,False,,-2.174030543727396e+30
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.5248970000000001,1.7427193022001574e-18,-0.001101949224324405,3.869614189522602e-34,-0.0008390224995952088,False,False,-632315957557370.5,-2.1682329516646718e+30
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,0.0,-0.0008390224995952088,False,False,,
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.225680104,2.5036199998358376e-12,0.00025028162262083324,-5.007239999343351e-21,0.00023624343069204005,True,False,1.0003211476811955e-08,-2.1195256031777835e-17
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.22568010419999998,0.00024886990317778834,0.00025028162262083324,0.0005654004665497129,0.00023624343069204005,True,True,0.9943594762241749,0.41783380925326546
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.37409400000000004,0.004549229459013743,0.00025028162262083324,0.012992904874191517,0.00023624343069204005,True,True,0.055016267013072016,0.018182495214084316
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.37409400000000004,-7.374145738481275e-19,0.00025028162262083324,1.637389277160678e-34,0.00023624343069204005,False,True,-2.9463392722416597e-15,6.930940988979838e-31
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.37409400000000004,-1.1268563859800907e-18,0.00025028162262083324,2.5021238103219782e-34,0.00023624343069204005,False,True,-4.502353685341227e-15,1.0591294763170252e-30
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,0.0,0.00023624343069204005,False,False,0.0,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,0.0,0.00023624343069204005,False,False,0.0,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,0.0,0.00023624343069204005,False,False,0.0,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,0.0,0.00023624343069204005,False,False,0.0,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.37409400000000004,-1.7380719086190767e-18,0.00025028162262083324,3.85929490280618e-34,0.00023624343069204005,False,True,-6.944464761011186e-15,1.6336094051381446e-30
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.37409400000000004,1.7427193022001574e-18,0.00025028162262083324,3.869614189522602e-34,0.00023624343069204005,True,True,6.963033417920213e-15,1.6379774786486725e-30
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,0.0,0.00023624343069204005,False,False,0.0,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.41481010399999996,2.5036199998358376e-12,0.001846444522333333,-5.007239999343351e-21,0.0017487829941395857,True,False,1.3559140117960535e-09,-2.863271209820376e-18
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.4148101042,0.00024886990317778834,0.001846444522333333,0.0005654004665497129,0.0017487829941395857,True,True,0.13478330931020555,0.32331082155101476
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.18496400000000007,0.004549229459013743,0.001846444522333333,0.012992904874191517,0.0017487829941395857,True,True,0.40588071869508113,0.13459522801658344
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.18496400000000007,-7.374145738481275e-19,0.001846444522333333,1.637389277160678e-34,0.0017487829941395857,False,True,-3.9937001351996443e-16,9.363021499224297e-32
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.18496400000000007,-1.1268563859800907e-18,0.001846444522333333,2.5021238103219782e-34,0.0017487829941395857,False,True,-6.102844533645093e-16,1.430780044583543e-31
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,0.0,0.0017487829941395857,False,False,0.0,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,0.0,0.0017487829941395857,False,False,0.0,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,0.0,0.0017487829941395857,False,False,0.0,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,0.0,0.0017487829941395857,False,False,0.0,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.18496400000000007,-1.7380719086190767e-18,0.001846444522333333,3.85929490280618e-34,0.0017487829941395857,False,True,-9.413074086963052e-16,2.2068460842421344e-31
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.18496400000000007,1.7427193022001574e-18,0.001846444522333333,3.869614189522602e-34,0.0017487829941395857,True,True,9.43824350594569e-16,2.212746923140387e-31
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,0.0,0.0017487829941395857,False,False,0.0,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.642536104,2.5036199998358376e-12,0.003122887303250001,-5.007239999343351e-21,0.002967744864430628,True,False,8.017003998928525e-10,-1.687220508527106e-18
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.6425361042000001,0.00024886990317778834,0.003122887303250001,0.0005654004665497129,0.002967744864430628,True,True,0.07969224599260705,0.19051518657355573
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,0.04276199999999997,0.004549229459013743,0.003122887303250001,0.012992904874191517,0.002967744864430628,True,True,0.6864651104952249,0.2284127293447375
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,0.04276199999999997,-7.374145738481275e-19,0.003122887303250001,1.637389277160678e-34,0.002967744864430628,False,True,-2.3613230393575114e-16,5.517284510489134e-32
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,0.04276199999999997,-1.1268563859800907e-18,0.003122887303250001,2.5021238103219782e-34,0.002967744864430628,False,True,-3.608379927150643e-16,8.431061040019757e-32
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,0.0,0.002967744864430628,False,False,0.0,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,0.0,0.002967744864430628,False,False,0.0,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,0.0,0.002967744864430628,False,False,0.0,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,0.0,0.002967744864430628,False,False,0.0,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,0.04276199999999997,-1.7380719086190767e-18,0.003122887303250001,3.85929490280618e-34,0.002967744864430628,False,True,-5.565592798722703e-16,1.3004133034012003e-31
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,0.04276199999999997,1.7427193022001574e-18,0.003122887303250001,3.869614189522602e-34,0.002967744864430628,True,True,5.580474519162131e-16,1.3038904509283015e-31
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,0.0,0.002967744864430628,False,False,0.0,0.0
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.870964104,2.5036199998358376e-12,0.0021563625410000024,-5.007239999343351e-21,0.0012204652588303194,True,False,1.161038532358662e-09,-4.102730465381895e-18
