cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127543,0.134611,-0.007068,0.143397,0.152076,0.00788511,0.00770796,0.127536,0.134603,False,0.0905694125,0.0587728,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21433,1.21424,,,,,,,
1,initial_eval,1,1,False,False,0.135686,0.128408,0.007278,0.150274,0.159827,0.0284345,0.0282743,0.128401,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.3508e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20386,1.20372,,,,,,,
2,initial_eval,2,1,False,False,0.137389,0.130804,0.00658479,0.142621,0.150384,0.0118544,0.0117627,0.130797,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19345,1.19326,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818712,0.00803675,0.131504,0.13821,False,0.09145944999999998,0.177598,0.0626052,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18312,1.18288,,,,,,,
4,train,0,0,True,True,0.128787,0.135701,-0.00691319,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.878339,0.927751,1.15331e-06,-0.0068461,6.70884e-05,0.0827514,3.63561e-06,0.0827514,5.52561e-07
5,train,1,1,True,True,0.136056,0.128921,0.00713499,0.150531,0.159824,0.0284881,0.0282408,0.128913,0.136048,True,0.071197075,0.062923,0.129432,-2.07579e-26,0.186798,0.0107464,0.0814954,0.0435792,0.0546026,0.339599,0.339425,0.877928,0.92838,1.14945e-06,0.00755399,0.000419,0.055777,3.42562e-06,0.055777,5.5256e-07
6,train,2,1,True,True,0.137041,0.130375,0.00666632,0.142639,0.150382,0.0118589,0.0117623,0.130367,0.137033,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,0.341479,0.341459,0.879945,0.925489,1.38509e-06,0.00668642,2.00985e-05,1.74575e-07,3.43225e-06,3.43225e-06,5.52559e-07
7,train,3,0,True,True,0.131794,0.138518,-0.00672404,0.145741,0.153828,0.00818339,0.00803507,0.131787,0.138511,False,0.091458475,0.177599,0.0626033,0.0967092,0.0976924,0.0551296,0.112825,0.0751191,0.0539902,0.339987,0.339901,0.880679,0.924511,1.40616e-07,-0.0066589,6.51378e-05,0.0302449,3.62547e-06,0.0302449,5.52558e-07
8,train,0,0,True,True,0.128698,0.135428,-0.00672931,0.144219,0.152159,0.00783934,0.00773793,0.128691,0.13542,False,0.09056708749999999,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691836,0.11159,0.0941539,0.339386,0.339332,0.878704,0.927212,1.72346e-07,-0.00654406,0.000185255,0.082581,3.6339e-06,0.082581,5.52558e-07
9,train,1,1,True,True,0.1363,0.128974,0.0073254,0.150867,0.160613,0.0284664,0.0282478,0.128967,0.136292,True,0.07119579999999999,0.0629215,0.12943,-2.07568e-26,0.186797,0.0107454,0.0814932,0.0435784,0.0546009,0.339576,0.339368,0.877538,0.928969,2.08248e-06,0.0078318,0.000506393,0.0556956,3.4243e-06,0.0556956,5.52557e-07
