cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127542,0.13461,-0.00706795,0.143397,0.152076,0.00788511,0.00770796,0.127535,0.134603,False,0.0905694,0.0587727,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21433,1.21424,,,,,,,
1,initial_eval,1,1,False,False,0.135687,0.12841,0.00727718,0.150274,0.159827,0.0284343,0.0282741,0.128403,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.35109e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20386,1.20372,,,,,,,
2,initial_eval,2,1,False,False,0.137388,0.130804,0.00658474,0.142621,0.150384,0.0118544,0.0117627,0.130796,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19345,1.19326,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818711,0.00803675,0.131504,0.13821,False,0.09145943749999999,0.177598,0.0626051,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18312,1.18288,,,,,,,
4,train,0,0,True,True,0.128787,0.1357,-0.00691318,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.878484,0.927908,6.99334e-06,-0.00642928,0.0004839,0.0519948,0.00346883,0.0519948,0.000877571
5,train,1,1,True,True,0.135906,0.129259,0.00664679,0.15093,0.159909,0.00745049,0.00722697,0.129252,0.135898,True,0.0708046125,0.0624366,0.129036,-2.00918e-26,0.186278,0.0103998,0.0808847,0.043279,0.0541228,0.338327,0.33822,0.879418,0.926563,1.57313e-05,0.00750552,0.000858732,0.0417188,0.00388177,0.0417188,0.000824603
6,train,2,1,True,True,0.137722,0.131179,0.00654233,0.143318,0.151055,0.0117622,0.0116668,0.131172,0.137714,True,0.0961097875,0.100801,0.0677081,0.149991,0.0412663,0.0838084,0.0840735,0.120765,0.120465,0.341399,0.341379,0.880872,0.924578,9.49541e-06,0.0072397,0.000697372,0.00920373,0.00385926,0.00920373,0.00089842
7,train,3,0,True,True,0.131984,0.139184,-0.00719983,0.146295,0.154789,0.00801008,0.00784286,0.131977,0.139177,False,0.09061453750000001,0.177705,0.0609196,0.0958929,0.0964844,0.0544757,0.112108,0.0743931,0.0529376,0.339872,0.339781,0.879894,0.925989,6.5277e-08,-0.00655554,0.000644296,0.0320606,0.00376203,0.0320606,0.000773499
8,train,0,0,True,True,0.128987,0.135833,-0.00684574,0.144753,0.153057,0.00773977,0.00758229,0.12898,0.135825,False,0.08953232500000001,0.0574946,0.194029,0.047956,0.0969172,0.0469086,0.0679497,0.11211,0.0928935,0.33928,0.339185,0.878774,0.927493,1.66403e-07,-0.00623642,0.000609318,0.0517408,0.00373941,0.0517408,0.000853597
9,train,1,1,True,True,0.136897,0.130145,0.00675168,0.152204,0.161594,0.00745248,0.00720552,0.130138,0.136889,True,0.06987843499999999,0.0609346,0.127785,-1.9545e-26,0.185905,0.00966468,0.0793716,0.0424983,0.0528683,0.338235,0.338119,0.879752,0.926121,3.02537e-05,0.00772508,0.000973399,0.0412063,0.0038326,0.0412063,0.00082928
10,train,2,1,True,True,0.138516,0.131986,0.00653052,0.144632,0.15234,0.0116496,0.0115467,0.131978,0.138508,True,0.09514810000000001,0.100262,0.0657983,0.14894,0.039702,0.0832202,0.0833433,0.120133,0.119786,0.341268,0.341256,0.881376,0.923912,8.50616e-06,0.00724328,0.000712754,0.00859739,0.00380991,0.00859739,0.000901447
11,train,3,0,True,True,0.132666,0.139784,-0.00711771,0.147319,0.155506,0.00777882,0.00762349,0.132659,0.139776,False,0.08986605,0.179226,0.0590893,0.0947845,0.0952051,0.0537849,0.111499,0.0735838,0.0517558,0.33969,0.339617,0.880468,0.925194,6.51067e-08,-0.00644683,0.000670882,0.0336471,0.00371221,0.0336471,0.000776124
12,train,0,0,True,True,0.129757,0.136433,-0.0066763,0.146267,0.154071,0.0076093,0.00747895,0.12975,0.136426,False,0.0886177625,0.0562095,0.193714,0.046684,0.0947672,0.0461537,0.0668454,0.11278,0.0917883,0.339121,0.33906,0.879674,0.926215,5.6505e-06,-0.00599058,0.000685721,0.0512176,0.0036895,0.0512176,0.000856282
13,train,1,1,True,True,0.137725,0.13074,0.0069854,0.153579,0.163459,0.00748711,0.00721165,0.130733,0.137718,True,0.0689102475,0.0593707,0.126396,-1.8987e-26,0.18549,0.00891908,0.0778598,0.0416388,0.0516076,0.338142,0.338013,0.879597,0.92636,0.0135638,0.00801074,0.00102534,0.0406519,0.00378304,0.0406519,0.000833918
14,train,2,1,True,True,0.139366,0.132849,0.0065166,0.146015,0.153684,0.0115299,0.0114189,0.132842,0.139358,True,0.09415961249999999,0.099653,0.0638267,0.147858,0.038163,0.0826363,0.0826159,0.119458,0.119066,0.341135,0.341134,0.881895,0.923232,2.3764e-05,0.00724538,0.000728774,0.007987,0.00376065,0.007987,0.000904623
15,train,3,0,True,True,0.133258,0.140284,-0.00702538,0.148455,0.156263,0.00756778,0.00742946,0.133251,0.140276,False,0.0891054375,0.180638,0.057249,0.0936086,0.0940362,0.0530875,0.110916,0.0727521,0.0505561,0.339505,0.339454,0.881013,0.924461,3.62817e-06,-0.00641052,0.000614855,0.0351411,0.00366229,0.0351411,0.000779143
16,train,0,0,True,True,0.130621,0.137079,-0.00645741,0.147939,0.15512,0.0074895,0.00739393,0.130614,0.137071,False,0.0876904375,0.0548905,0.19329,0.0453541,0.0927456,0.0453992,0.0657387,0.113458,0.0906474,0.33896,0.338937,0.88073,0.924753,1.1351e-05,-0.0056772,0.000780208,0.050569,0.00363944,0.050569,0.000858968
17,train,1,1,True,True,0.138775,0.131538,0.00723657,0.154983,0.165455,0.00755275,0.00724277,0.131531,0.138767,True,0.06793591624999999,0.0577371,0.124897,-1.84061e-26,0.185283,0.00817123,0.0763417,0.0407316,0.0503257,0.338044,0.3379,0.879544,0.926475,0.0482452,0.00839463,0.00115806,0.0403388,0.00373332,0.0403388,0.000835749
18,train,2,1,True,True,0.139917,0.133314,0.0066034,0.147476,0.155095,0.0114019,0.0112823,0.133307,0.13991,True,0.09315439999999998,0.0989763,0.0617886,0.146733,0.0367752,0.0820539,0.0818912,0.118725,0.118292,0.341,0.341011,0.881964,0.923155,6.72589e-06,0.00722047,0.000617062,0.00738736,0.00371054,0.00738736,0.00090362
19,train,3,0,True,True,0.13383,0.14073,-0.0068997,0.149693,0.157037,0.00739373,0.00727833,0.133823,0.140722,False,0.088354175,0.181955,0.0553772,0.0924042,0.0931364,0.0523835,0.110361,0.0718924,0.0493237,0.339322,0.339295,0.881595,0.923674,4.58822e-06,-0.00622797,0.000671737,0.0365767,0.00361217,0.0365767,0.000781192
20,train,0,0,True,True,0.131771,0.13795,-0.00617903,0.149769,0.156175,0.0073982,0.00734646,0.131764,0.137943,False,0.086788575,0.0535449,0.192728,0.0440201,0.0910189,0.0446453,0.0646293,0.114221,0.0895011,0.338801,0.338824,0.882071,0.92296,0.0260486,-0.00527111,0.000907921,0.0497444,0.0035894,0.0497444,0.000861606
21,train,1,1,True,True,0.139866,0.132291,0.00757551,0.156266,0.167473,0.007654,0.00730103,0.132284,0.139859,True,0.06704499625,0.056042,0.123618,-1.78248e-26,0.185562,0.00742137,0.0748172,0.0398461,0.0490533,0.337942,0.337779,0.879284,0.926875,0.0886157,0.00891279,0.00133728,0.0406045,0.00368354,0.0406045,0.00115038
22,train,2,1,True,True,0.140893,0.134313,0.00658002,0.148991,0.156546,0.0113566,0.0105892,0.134306,0.140885,True,0.09216025000000001,0.0982248,0.0598943,0.145578,0.0354892,0.0814733,0.0811694,0.117962,0.117491,0.342398,0.342322,0.882552,0.922402,5.9301e-06,0.00724295,0.000662933,0.00679102,0.00366059,0.00679102,0.000632539
23,train,3,0,True,True,0.13457,0.141312,-0.00674231,0.15104,0.157822,0.00727048,0.00718512,0.134563,0.141305,False,0.0876485375,0.183137,0.0536429,0.0911547,0.0926345,0.051673,0.109823,0.0710311,0.0480921,0.339148,0.339148,0.882338,0.922703,0.0182659,-0.00599329,0.00074902,0.0378856,0.00356207,0.0378856,0.000783429
24,train,0,0,True,True,0.132604,0.13841,-0.00580629,0.151685,0.157089,0.00733257,0.00733718,0.132597,0.138403,False,0.086001175,0.0522548,0.192572,0.0426549,0.0897306,0.0438921,0.0635174,0.115053,0.0883346,0.338639,0.338714,0.883421,0.921199,0.0702326,-0.00472707,0.00107922,0.0494532,0.003539,0.0494532,0.00112024
25,train,1,1,True,True,0.141005,0.13296,0.00804566,0.157356,0.169531,0.0077954,0.00738734,0.132952,0.140997,True,0.06628849249999999,0.0544311,0.122675,-1.72323e-26,0.186518,0.00666964,0.0732865,0.038953,0.0477747,0.337835,0.337646,0.87875,0.927687,0.126842,0.00968563,0.00163997,0.0416703,0.0036335,0.0416703,0.0012839
26,train,2,1,True,True,0.141756,0.135203,0.00655288,0.150544,0.158015,0.0111442,0.0110035,0.135196,0.141749,True,0.0912180875,0.0975326,0.0582983,0.144387,0.0343855,0.0808946,0.0804507,0.11715,0.116646,0.340735,0.340777,0.883075,0.921747,0.0042259,0.00714266,0.000589785,0.00620296,0.00361043,0.00620296,0.000623748
27,train,3,0,True,True,0.13536,0.141896,-0.00653619,0.152494,0.158565,0.00716533,0.00712166,0.135352,0.141888,False,0.0869988375,0.184558,0.0521028,0.0898615,0.0922593,0.0509561,0.109266,0.0701432,0.0468438,0.338969,0.338998,0.883187,0.921603,0.054802,-0.00563834,0.000897854,0.0394958,0.00351176,0.0394958,0.00113054
28,train,0,0,True,True,0.133692,0.138993,-0.00530158,0.153789,0.157843,0.00725371,0.00733463,0.133684,0.138986,False,0.08532376250000001,0.0510803,0.193005,0.0412579,0.0885507,0.0431398,0.0624026,0.116008,0.0871458,0.338459,0.338599,0.885215,0.918957,0.127541,-0.00394725,0.00135433,0.0499084,0.00348881,0.0499084,0.00172983
29,train,1,1,True,True,0.142036,0.133053,0.00898289,0.158435,0.171919,0.00795694,0.00747333,0.133046,0.142028,True,0.065621205,0.0530411,0.122017,-1.66284e-26,0.18771,0.00591624,0.0717496,0.0380462,0.0464895,0.337722,0.337501,0.877022,0.930289,0.159227,0.0108623,0.00187942,0.0430621,0.00358321,0.0430621,0.00134206
30,train,2,1,True,True,0.143264,0.136819,0.00644477,0.152141,0.159495,0.0110212,0.0108662,0.136812,0.143256,True,0.090320975,0.096981,0.0570146,0.143158,0.0333231,0.080318,0.0797351,0.11628,0.115758,0.340606,0.340669,0.884091,0.920473,0.00319687,0.00722566,0.000780892,0.00562588,0.00356029,0.00562588,0.000662213
31,train,3,0,True,True,0.136212,0.142469,-0.00625681,0.154117,0.159262,0.00971134,0.00984545,0.136204,0.142461,False,0.08640932500000001,0.186382,0.0507755,0.0885252,0.0918681,0.0502326,0.108689,0.069223,0.0455792,0.338142,0.338227,0.884212,0.920305,0.0894532,-0.0052553,0.00100151,0.041607,0.00346129,0.041607,0.00144868
32,train,0,0,True,True,0.134916,0.139474,-0.00455731,0.15627,0.158404,0.00713837,0.00732845,0.134909,0.139466,False,0.0847590625,0.0499768,0.194283,0.039829,0.087327,0.0423887,0.0612848,0.117049,0.0859342,0.33825,0.338474,0.887661,0.916046,0.159018,-0.00274323,0.00181409,0.0515297,0.00343822,0.0515297,0.00137035
33,train,1,1,True,True,0.14425,0.134483,0.00976761,0.159685,0.174996,0.00813169,0.00753543,0.134475,0.144242,True,0.06501149750000002,0.0519655,0.12148,-1.60144e-26,0.188952,0.00516148,0.0702067,0.0371271,0.0451992,0.337598,0.337331,0.876506,0.931139,0.173469,0.0129774,0.00320982,0.0445483,0.00353313,0.0445483,0.00170705
34,train,2,1,True,True,0.144037,0.137559,0.00647763,0.153823,0.16101,0.0109127,0.0107373,0.137551,0.144029,True,0.089418475,0.0966168,0.0555948,0.141893,0.0322647,0.0797438,0.0790227,0.115381,0.114831,0.34047,0.340562,0.884369,0.920146,0.00217186,0.00718699,0.000709356,0.00506197,0.00351,0.00506197,0.000744516
35,train,3,0,True,True,0.137155,0.143019,-0.0058635,0.156028,0.159932,0.00690459,0.00701371,0.137148,0.143011,False,0.0858754,0.188698,0.0493884,0.0871473,0.0915629,0.0495027,0.108091,0.0683061,0.0443068,0.338561,0.338662,0.885514,0.9187,0.129956,-0.00462261,0.00124089,0.0443685,0.00341092,0.0443685,0.00160771
36,final_eval,0,0,False,False,0.136686,0.140093,-0.00340785,0.159879,0.159211,0.00698998,0.00734559,0.136678,0.140086,False,0.0841274375,0.0490096,0.195035,0.0383906,0.0861089,0.0416388,0.060163,0.117968,0.0847056,0.33797,0.338309,1.14701,1.14703,,,,,,,
37,final_eval,1,1,False,False,0.147031,0.134222,0.012809,0.159523,0.179428,0.0130089,0.0119644,0.134214,0.147023,True,0.06464978125,0.0511881,0.120687,-2.54514e-26,0.191026,0.00457485,0.0691131,0.0363887,0.0442205,0.336896,0.336454,1.1397,1.13958,,,,,,,
38,final_eval,2,1,False,False,0.144969,0.138562,0.00640678,0.154795,0.161811,0.0108824,0.0107014,0.138554,0.144961,True,0.08895828749999998,0.0967775,0.0546729,0.141035,0.0316644,0.0794333,0.0787532,0.114907,0.114423,0.340345,0.34047,1.13963,1.13967,,,,,,,
39,final_eval,3,0,False,False,0.137822,0.142485,-0.00466282,0.15799,0.159269,0.00673436,0.0069609,0.137814,0.142477,False,0.08592322499999999,0.191,0.0490489,0.0866392,0.0913358,0.0493243,0.108019,0.0680818,0.0439368,0.338346,0.33857,1.13968,1.13968,,,,,,,
