cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127543,0.134611,-0.007068,0.143397,0.152076,0.00788511,0.00770796,0.127536,0.134603,False,0.0905694125,0.0587728,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21424,1.21433,,,,,,,
1,initial_eval,1,1,False,False,0.135686,0.128408,0.007278,0.150274,0.159827,0.0284345,0.0282743,0.128401,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.3508e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20372,1.20386,,,,,,,
2,initial_eval,2,1,False,False,0.137389,0.130804,0.00658479,0.142621,0.150384,0.0118544,0.0117627,0.130797,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19326,1.19345,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818712,0.00803675,0.131504,0.13821,False,0.09145944999999998,0.177598,0.0626052,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18288,1.18312,,,,,,,
4,train,0,0,True,False,0.128787,0.135701,-0.00691319,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.926446,0.877347,2.44873e-07,,,,,,
5,train,1,1,False,False,0.135686,0.128409,0.00727764,0.150274,0.159826,0.0284349,0.0282746,0.128402,0.135679,True,0.071197075,0.062923,0.129432,-2.05951e-26,0.186798,0.0107464,0.0814954,0.0435792,0.0546026,0.339644,0.339413,0.928069,0.876258,2.44601e-07,,,,,,
6,train,2,1,False,False,0.137388,0.130803,0.00658475,0.14262,0.150383,0.0118543,0.0117626,0.130796,0.13738,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,0.341484,0.341459,0.923574,0.879392,3.01091e-07,,,,,,
7,train,3,0,False,True,0.13151,0.138216,-0.00670612,0.145733,0.153741,0.00818691,0.00803655,0.131503,0.138208,False,0.0914585,0.177599,0.0626034,0.0967092,0.0976924,0.0551297,0.112825,0.0751191,0.0539902,0.339989,0.339916,0.923391,0.879542,3.00162e-08,-0.00675533,-4.92086e-05,0.0159832,0.0004899,0.0159832,5.53194e-07
8,final_eval,0,0,False,False,0.127282,0.134231,-0.00694977,0.142185,0.150744,0.00790145,0.00773554,0.127275,0.134224,False,0.09056711249999999,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691837,0.11159,0.094154,0.3394,0.339288,1.14867,1.14868,,,,,,,
9,final_eval,1,1,False,False,0.134525,0.127159,0.00736546,0.148885,0.158567,0.0285016,0.0283448,0.127152,0.134517,True,0.0711958125,0.0629215,0.12943,-3.32785e-26,0.186797,0.0107454,0.0814933,0.0435784,0.0546009,0.339613,0.339362,1.13968,1.1397,,,,,,,
10,final_eval,2,1,False,False,0.136226,0.129588,0.00663766,0.141106,0.14893,0.0118813,0.0117866,0.129581,0.136218,True,0.096776525,0.101401,0.0690116,0.150534,0.042163,0.0842042,0.0846054,0.121205,0.121088,0.341467,0.341441,1.13966,1.13967,,,,,,,
11,final_eval,3,0,False,False,0.130273,0.137028,-0.00675538,0.144312,0.152325,0.00820802,0.00806051,0.130266,0.137021,False,0.09145737500000001,0.177599,0.0626015,0.096708,0.0976909,0.0551287,0.112824,0.0751182,0.0539887,0.339957,0.339884,1.13966,1.13968,,,,,,,
