cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
20,train,8,1,True,True,0.116892,0.135265,-0.018373,0.154499,0.147829,0.00396163,0.0101032,0.135257,0.116885,False,0.08543116249999999,0.0860677,0.118236,0.0911317,0.0522685,0.0653657,0.0589251,0.116091,0.0953636,0.340553,0.338385,0.160422,1.2
21,train,9,1,True,True,0.106507,0.102414,0.00409259,0.0560332,0.140438,0.0116024,0.00440798,0.102409,0.10652,True,0.254074125,0.265965,0.261034,0.215687,0.286421,0.240835,0.235652,0.265965,0.261034,0.375448,0.335267,1.2,0.177385
22,train,10,1,True,True,0.152867,0.103107,0.0497604,0.0495892,0.188158,-0.00159413,0.089506,0.103101,0.152879,True,0.253945125,0.265853,0.260887,0.215577,0.286273,0.240723,0.235508,0.265853,0.260887,0.724558,0.00609818,1.2,0.0926032
23,train,11,1,True,True,0.15311,0.102564,0.0505453,0.0486961,0.188404,-0.00196664,0.0987245,0.102559,0.153121,True,0.25381975,0.265745,0.260744,0.21547,0.286129,0.240614,0.235367,0.265745,0.260744,0.76552,0.00521109,1.2,0.0823522
24,train,0,0,True,True,0.139539,0.137656,0.00188381,0.174068,0.17236,0.00401082,0.0351364,0.139535,0.137659,True,0.0361049,0.027926,0.0801865,-1.91869e-25,0.0830225,-2.24571e-25,0.0420513,0.0247843,0.0308686,0.336032,0.316777,1.19999,0.635268
25,train,1,0,True,True,0.121628,0.132842,-0.0112144,0.146257,0.167405,-0.00396402,0.0370535,0.121621,0.132846,False,0.06440186,0.0900937,0.0915264,0.00160978,0.157524,0.0147602,0.0801972,0.0449006,0.034603,0.338774,0.305516,1.2,0.177827
26,train,2,0,True,True,0.109424,0.128281,-0.018857,0.0711388,0.16271,-0.0030264,0.0426125,0.109418,0.128285,False,0.15088025000000002,0.19698,0.139983,0.141572,0.166003,0.117672,0.139064,0.148561,0.157207,0.355412,0.253425,1.2,0.149732
27,train,3,0,True,True,0.142541,0.124141,0.0183994,0.176938,0.158449,-0.00157771,0.0369625,0.142533,0.124145,True,0.0491535375,0.0413055,0.0707355,0.0427205,0.0663469,0.0186294,0.0589235,0.0454068,0.0491602,0.33587,0.306252,0.165095,1.2
28,train,4,0,True,True,0.13512,0.12036,0.0147607,0.16729,0.154555,-0.00666696,0.0376255,0.135113,0.120364,True,0.0625563375,0.073542,0.0444554,0.0969373,0.0351081,0.0469807,0.0541865,0.0783347,0.070906,0.336803,0.301663,0.169602,1.2
29,train,5,0,True,True,0.139552,0.116884,0.0226674,0.172954,0.150977,-0.00620884,0.0379956,0.139544,0.116889,True,0.057292275,0.0693391,0.0650089,0.0688181,0.0309052,0.0330144,0.0502249,0.066372,0.0746556,0.33626,0.298934,0.154215,1.2
30,train,6,1,True,True,0.133498,0.102888,0.0306101,0.0512875,0.168229,-0.0021926,0.0904256,0.102883,0.13352,True,0.25290425,0.264948,0.259704,0.214686,0.285079,0.239817,0.234348,0.264948,0.259704,0.64172,0.00599562,1.2,0.10669
31,train,7,1,True,True,0.13296,0.102247,0.0307127,0.0505975,0.167676,-0.00217668,0.0906613,0.102242,0.132983,True,0.252770375,0.264831,0.259552,0.214571,0.284926,0.2397,0.2342,0.264831,0.259552,0.676061,0.00596992,1.2,0.0926555
32,train,8,1,True,True,0.112541,0.121218,-0.00867701,0.139303,0.146505,-0.00654877,0.0393181,0.121211,0.112546,False,0.08397785,0.0852114,0.115422,0.0904388,0.0501343,0.0635588,0.0575933,0.114705,0.0947592,0.340205,0.288074,0.180592,1.2
33,train,9,1,True,True,0.13309,0.0894071,0.0436825,0.048367,0.16781,-0.00209926,0.0911751,0.0894022,0.13311,True,0.25250049999999996,0.264594,0.259247,0.21434,0.284617,0.239464,0.233901,0.264594,0.259247,0.77995,0.00591468,1.2,4.8848e-05
34,train,10,1,True,True,0.132936,0.0963211,0.0366149,0.0476961,0.167653,-0.00207093,0.0913345,0.0963158,0.132956,True,0.25236425,0.264474,0.259093,0.214223,0.284461,0.239345,0.233751,0.264474,0.259093,0.809021,0.00589777,1.2,0.0227202
35,train,11,1,True,True,0.132818,0.0957182,0.0371002,0.0470167,0.167532,-0.00203935,0.0915107,0.095713,0.132838,True,0.25222725,0.264353,0.258938,0.214105,0.284305,0.239225,0.2336,0.264354,0.258938,0.837431,0.00587919,1.2,0.0174943
36,train,0,0,True,True,0.12814,0.112052,0.0160875,0.16232,0.146002,0.00621425,0.0406308,0.128135,0.112057,True,0.035457525000000004,0.0266292,0.0803987,-1.91389e-25,0.0823587,-2.24086e-25,0.0406535,0.0241088,0.0295113,0.335899,0.275649,0.159239,1.2
37,train,1,0,True,True,0.111459,0.109565,0.00189332,0.1382,0.143441,0.00259455,0.0393711,0.111452,0.10957,True,0.0628257609375,0.0877681,0.0904654,9.49875e-05,0.157709,0.013178,0.0775922,0.0434626,0.0323358,0.33958,0.28816,0.247187,1.2
38,train,2,0,True,True,0.0992157,0.10683,-0.00761404,0.0698127,0.140624,0.00065495,0.0513618,0.0992102,0.106835,False,0.1481015,0.195456,0.136668,0.13968,0.16223,0.113961,0.136915,0.145181,0.154721,0.359678,0.116981,1.2,0.0797969
39,train,3,0,True,True,0.130922,0.104271,0.0266514,0.1651,0.137989,0.00364939,0.0420784,0.130916,0.104276,True,0.04804581249999999,0.040614,0.0700509,0.0417804,0.0647483,0.0176015,0.0569822,0.0447956,0.0477936,0.335677,0.260211,0.123543,1.2
40,train,4,0,True,True,0.123268,0.101868,0.0214008,0.155782,0.135514,-0.00307809,0.0425202,0.123262,0.101873,True,0.06128503749999999,0.0732694,0.0420835,0.095798,0.0332583,0.0455922,0.0530712,0.0773051,0.0699026,0.336409,0.255118,0.0983239,1.2
41,train,5,0,True,True,0.127621,0.0996027,0.0280182,0.161106,0.133181,-0.00230748,0.0429011,0.127614,0.0996084,True,0.055968575,0.0684905,0.0631264,0.0674708,0.0297129,0.0312961,0.049142,0.0648632,0.0736467,0.33596,0.250585,0.0577732,1.2
42,train,6,1,True,True,0.124295,0.0931604,0.0311342,0.0520192,0.158765,-0.00191633,0.0923892,0.0931552,0.124349,True,0.251247125,0.263485,0.257835,0.213262,0.283186,0.238363,0.232524,0.263486,0.257836,0.60276,0.00578835,1.2,0.000800438
43,train,7,1,True,True,0.123813,0.0938118,0.0300015,0.0514961,0.15827,-0.00187873,0.0925505,0.0938066,0.123869,True,0.251104125,0.263358,0.257675,0.213139,0.283023,0.238237,0.232368,0.263358,0.257675,0.629763,0.00577199,1.2,0.00115207
44,train,8,1,True,True,0.096344,0.111078,-0.0147344,0.129257,0.129824,-0.00538631,0.0436859,0.111072,0.09635,False,0.0824189,0.0843887,0.112386,0.0896365,0.0479604,0.0616109,0.0562458,0.113083,0.0940399,0.339259,0.240814,0.0369976,1.2
45,train,9,1,True,True,0.123829,0.0812021,0.0426266,0.0495602,0.158286,-0.00174521,0.0929922,0.0811976,0.123879,True,0.250816125,0.263101,0.257352,0.212891,0.282695,0.237983,0.232053,0.263102,0.257352,0.724581,0.00572768,1.2,3.02583e-07
46,train,10,1,True,True,0.123663,0.0896375,0.0340252,0.0489371,0.158115,-0.00169364,0.09312,0.0896326,0.123712,True,0.25067124999999996,0.262972,0.25719,0.212766,0.28253,0.237855,0.231895,0.262972,0.25719,0.753357,0.005715,1.2,6.91758e-05
47,train,11,1,True,True,0.123488,0.0884047,0.0350831,0.0483852,0.157936,-0.00164621,0.0932445,0.0883998,0.123536,True,0.25052462499999995,0.26284,0.257026,0.212639,0.282364,0.237725,0.231736,0.262841,0.257026,0.778092,0.00570269,1.2,-8.82733e-06
48,train,0,0,True,True,0.120624,0.0955286,0.0250957,0.154698,0.128984,0.0142025,0.0447391,0.120623,0.0955345,True,0.0347274,0.025238,0.0804578,-1.88349e-25,0.0816235,-2.20635e-25,0.0391416,0.0232633,0.028095,0.334886,0.226775,0.019754,1.2
49,train,1,0,True,True,0.11458,0.0941409,0.0204388,0.148198,0.127554,0.00392371,0.0447907,0.114574,0.0941469,True,0.061371187499999987,0.0852849,0.0893544,9.29421e-72,0.157764,0.0115528,0.074906,0.0420433,0.0300641,0.335996,0.226082,0.0109355,1.2
50,train,2,0,True,True,0.0928508,0.0922819,0.000568866,0.0731647,0.12564,-0.00154883,0.0457586,0.0928456,0.092288,True,0.145222375,0.193693,0.133246,0.137475,0.158318,0.110096,0.134945,0.141662,0.152344,0.350159,0.212187,0.000653324,1.2
51,train,3,0,True,True,0.120924,0.0905485,0.0303758,0.154847,0.123854,0.0108036,0.0445639,0.120919,0.0905548,True,0.0468792625,0.0398693,0.0692492,0.0407585,0.0630452,0.0165755,0.0549606,0.0442106,0.0463652,0.335225,0.229263,0.000173062,1.2
52,train,4,0,True,True,0.111919,0.0889507,0.0229686,0.143901,0.122208,-0.00135628,0.0443884,0.111913,0.0889571,True,0.059925575,0.0728096,0.0396652,0.0945075,0.0312533,0.0442146,0.0519433,0.0762327,0.0687784,0.336298,0.231678,1.9197e-05,1.2
53,train,5,0,True,True,0.116294,0.0874718,0.0288225,0.149334,0.120684,-0.000476871,0.0441877,0.116288,0.0874783,True,0.0545733375,0.0676095,0.0611189,0.0659799,0.0284207,0.0295849,0.0480556,0.0633015,0.0725157,0.335852,0.234399,-3.54664e-05,1.2
54,train,6,1,True,True,0.117239,0.0863813,0.0308573,0.047573,0.151498,-0.00124012,0.092888,0.0863765,0.117308,True,0.24948250000000002,0.261904,0.255863,0.211739,0.281179,0.236801,0.230606,0.261905,0.255863,0.813186,0.00573807,1.2,-3.33485e-05
