cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
21,train,10,1,True,True,0.0612189,0.057958,0.0032609,0.230091,0.235186,0.205733,0.224475,0.0408039,0.0443594,True,0.433850625,0.0612189,0.057958,0.0032609,True,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00197742,0.00178529,1.2,3.36085e-08,0.00895245,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,2.45723e-06,-0.00325845,0.00303205,5.85865e-07,0.00303205,1.3992e-06,0.00933054,-0.022267270000000002,-5.76592e-07,-5.85865e-07
22,train,3,0,True,True,0.0597929,0.0591685,0.000624428,0.232819,0.231844,0.212506,0.22116,0.0419638,0.0429689,True,0.5017733750000001,0.0597929,0.0591685,0.000624428,True,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00190337,0.00181649,1.19999,3.36725e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0735132,0.0728888,0.0625934,5.85863e-07,0.0625934,1.3992e-06,0.4163422,-0.3074645,-5.76589e-07,-5.85863e-07
23,train,11,1,True,True,0.0304707,0.110924,-0.0804535,0.292078,0.176561,0.289901,0.122268,0.0775729,0.0282223,False,0.41236625000000005,0.0304707,0.110924,-0.0804535,False,0.248555,0.648563,0.26177,0.516055,0.769846,0.300008,0.152067,0.402066,0.00133369,0.00381801,3.31924e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0252029,0.105656,0.0825592,5.8586e-07,0.0825592,1.39919e-06,-0.4112063000000001,0.5131325,-5.76587e-07,-5.8586e-07
24,train,4,0,True,True,0.0587495,0.0617931,-0.00304359,0.232585,0.237345,0.197763,0.230146,0.0402586,0.0458358,False,0.6073778750000001,0.0587495,0.0617931,-0.00304359,False,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00207234,0.00173434,1.2,3.35529e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0835958,0.0866393,0.0713633,5.85858e-07,0.0713633,1.39919e-06,0.47098360000000006,-0.3601125,-5.76585e-07,-5.85858e-07
25,train,12,1,True,True,0.0304692,0.107027,-0.0765575,0.285577,0.175257,0.280654,0.112308,0.0784774,0.0264078,False,0.2552052,0.0304692,0.107027,-0.0765575,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00138309,0.00430214,3.3189e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0064621,0.0700954,0.0659695,5.85856e-07,0.0659695,1.39918e-06,-0.3835869,0.41300269999999994,-5.76582e-07,-5.85856e-07
26,train,5,0,True,True,0.067523,0.0604626,0.00706042,0.252927,0.241834,0.225415,0.227832,0.0463155,0.0439308,True,0.54547575,0.067523,0.0604626,0.00706042,True,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00177663,0.00175477,3.3537e-08,1.19999,0.0186571,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0053551,-0.00170533,0.000682317,5.85853e-07,0.000682317,1.39918e-06,-0.003302522,0.003831267,-5.7658e-07,-5.85853e-07
27,train,13,1,True,True,0.0512959,0.0708519,-0.0195559,0.250799,0.220354,0.222348,0.215026,0.047622,0.0393025,False,0.339744875,0.0512959,0.0708519,-0.0195559,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00180518,0.00187722,3.34981e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0488306,0.0683865,0.062753,5.85851e-07,0.062753,1.39917e-06,-0.31433560000000005,0.33083629999999997,-5.76578e-07,-5.85851e-07
28,train,6,0,True,True,0.0420764,0.0897371,-0.0476608,0.20539,0.278106,0.152701,0.275917,0.0339026,0.0620132,False,0.5985944999999999,0.0420764,0.0897371,-0.0476608,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00284704,0.00140986,1.2,3.32798e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0485387,0.0961994,0.0770764,5.85849e-07,0.0770764,1.39916e-06,0.5253827,-0.433374,-5.76576e-07,-5.85849e-07
29,train,14,1,True,True,0.0441908,0.0900941,-0.0459033,0.28233,0.211915,0.275367,0.164202,0.0669599,0.0326016,False,0.31750670000000003,0.0441908,0.0900941,-0.0459033,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769846,0.26136,0.00141303,0.00259856,3.3244e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0514367,0.09734,0.0677611,5.85846e-07,0.0677611,1.39916e-06,-0.35484200000000005,0.36000089999999996,-5.76573e-07,-5.85846e-07
30,train,7,0,True,True,0.0564907,0.0709326,-0.0144419,0.234254,0.256884,0.183912,0.249047,0.038204,0.0532078,False,0.472466,0.0564907,0.0709326,-0.0144419,False,0.699473,0.769842,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00226113,0.00158375,1.2,3.33812e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0638792,0.0783211,0.0708698,5.85844e-07,0.0708698,1.39915e-06,0.41788820000000004,-0.3568776,-5.76571e-07,-5.85844e-07
31,train,15,1,True,True,0.0532302,0.0844099,-0.0311797,0.283488,0.234738,0.274433,0.149547,0.0662238,0.0337442,False,0.258585,0.0532302,0.0844099,-0.0311797,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00141845,0.00292381,3.32487e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0461881,0.0773677,0.064667,5.85842e-07,0.064667,1.39915e-06,-0.3474671999999999,0.34150800000000003,-5.76569e-07,-5.85842e-07
32,train,0,0,True,True,0.066768,0.061074,0.00569398,0.251703,0.242757,0.197094,0.228192,0.0428011,0.045683,True,0.41148750000000006,0.066768,0.061074,0.00569398,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00208072,0.00175156,1.19999,3.35582e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.076027,0.070333,0.054505,5.85839e-07,0.054505,1.39914e-06,0.39186240000000006,-0.3250668,-5.76566e-07,-5.85839e-07
33,train,8,1,True,True,0.0548698,0.0814438,-0.026574,0.279012,0.237366,0.272217,0.169386,0.0577268,0.0378459,False,0.24862142500000003,0.0548698,0.0814438,-0.026574,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00143149,0.00250034,3.33211e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0423648,0.0689388,0.0617259,5.85837e-07,0.0617259,1.39914e-06,-0.3585917,0.3681437,-5.76564e-07,-5.85837e-07
34,train,1,0,True,True,0.0690881,0.0628959,0.00619222,0.259109,0.249352,0.210844,0.231741,0.0453265,0.0463265,True,0.406035125,0.0690881,0.0628959,0.00619222,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00192102,0.00172052,1.19999,3.35366e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0822957,0.0761035,0.0566198,5.85835e-07,0.0566198,1.39913e-06,0.3822868,-0.3222897,-5.76562e-07,-5.85835e-07
35,train,9,1,True,True,0.0319693,0.12318,-0.091211,0.316382,0.185711,0.309854,0.127413,0.087558,0.0268627,False,0.21884825,0.0319693,0.12318,-0.091211,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00123826,0.00360904,3.31612e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0207606,0.0704504,0.0795074,5.85832e-07,0.0795074,1.39912e-06,-0.358182,0.3405119,-5.76559e-07,-5.85832e-07
36,train,2,0,True,True,0.0719381,0.0525259,0.0194121,0.25472,0.224442,0.218966,0.217544,0.0476502,0.0400952,True,0.40224437500000004,0.0719381,0.0525259,0.0194121,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00183776,0.00185181,3.34973e-08,1.2,0.0186571,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0180252,-0.00138693,0.00110049,5.8583e-07,0.00110049,1.39912e-06,-0.004562555,0.003914002000000001,-5.76557e-07,-5.8583e-07
37,train,10,1,True,True,0.0725989,0.0631596,0.00943934,0.25293,0.267832,0.217288,0.259921,0.0425761,0.0541334,True,0.433850625,0.0725989,0.0631596,0.00943934,True,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00185436,0.00150844,1.19999,3.3367e-08,0.00895245,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00792393,-0.00151541,0.00359932,5.85828e-07,0.00359932,1.39911e-06,0.00934066,-0.02349838,-5.76555e-07,-5.85828e-07
38,train,3,0,True,True,0.062102,0.0788545,-0.0167525,0.255037,0.28152,0.229562,0.273776,0.0432427,0.058276,False,0.5017733750000001,0.062102,0.0788545,-0.0167525,False,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00173945,0.0014223,1.19999,3.33151e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0611039,0.0778564,0.0633068,5.85825e-07,0.0633068,1.39911e-06,0.38638870000000003,-0.3352595,-5.76552e-07,-5.85825e-07
39,train,11,1,True,True,0.0310219,0.117182,-0.0861604,0.303902,0.180503,0.300971,0.126613,0.0840075,0.0268785,False,0.41236612500000003,0.0310219,0.117182,-0.0861604,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.001279,0.00363999,3.31709e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0196355,0.105796,0.0799115,5.85823e-07,0.0799115,1.3991e-06,-0.43254670000000006,0.49377989999999994,-5.7655e-07,-5.85823e-07
40,train,4,0,True,True,0.0616453,0.0687011,-0.00705576,0.245839,0.256942,0.2012,0.250817,0.0404939,0.0520357,False,0.6073778750000001,0.0616453,0.0687011,-0.00705576,False,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00203031,0.00157098,1.2,3.34008e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0812779,0.0883337,0.0683249,5.85821e-07,0.0683249,1.3991e-06,0.4517131,-0.3753281,-5.76548e-07,-5.85821e-07
41,train,12,1,True,True,0.0301899,0.114066,-0.0838761,0.296456,0.176592,0.291656,0.11539,0.0825095,0.0263823,False,0.2552052,0.0301899,0.114066,-0.0838761,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.0013247,0.00413938,3.31755e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0102137,0.0736624,0.0662363,5.85818e-07,0.0662363,1.39909e-06,-0.3935968,0.4037112,-5.76546e-07,-5.85818e-07
42,train,5,0,True,True,0.0699822,0.0613086,0.00867361,0.259688,0.246035,0.239843,0.239347,0.0471255,0.0440127,True,0.54547575,0.0699822,0.0613086,0.00867361,True,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00165365,0.0016576,3.35122e-08,1.19999,0.0186571,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00687875,-0.00179486,0.000799979,5.85816e-07,0.000799979,1.39909e-06,-0.0038787369999999997,0.0038145379999999997,-5.76543e-07,-5.85816e-07
43,train,13,1,True,True,0.0544486,0.0711711,-0.0167225,0.255171,0.229029,0.22688,0.220014,0.0483416,0.040639,False,0.339744875,0.0544486,0.0711711,-0.0167225,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00176332,0.00182754,3.3479e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0513891,0.0681116,0.0574126,5.85814e-07,0.0574126,1.39908e-06,-0.3219748,0.3219978,-5.76541e-07,-5.85814e-07
44,train,6,0,True,True,0.0442297,0.0894209,-0.0451912,0.211679,0.281021,0.151192,0.278022,0.0332852,0.0668332,False,0.5985944999999999,0.0442297,0.0894209,-0.0451912,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00288327,0.00139784,1.2,3.32448e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.049342,0.0945332,0.0762595,5.85811e-07,0.0762595,1.39907e-06,0.5162002,-0.4384465,-5.76539e-07,-5.85811e-07
45,train,14,1,True,True,0.0485505,0.0879899,-0.0394394,0.284699,0.223573,0.277506,0.166245,0.0666682,0.0335988,False,0.31750670000000003,0.0485505,0.0879899,-0.0394394,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769846,0.26136,0.00140076,0.00255894,3.32458e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0556656,0.0951051,0.0673986,5.85809e-07,0.0673986,1.39907e-06,-0.3582763,0.3550259,-5.76536e-07,-5.85809e-07
46,train,7,0,True,True,0.0579753,0.0708922,-0.0129169,0.238119,0.258392,0.184146,0.250618,0.0384994,0.0535613,False,0.472466,0.0579753,0.0708922,-0.0129169,False,0.699473,0.769842,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00225764,0.00157241,1.2,3.33756e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.065515,0.0784319,0.0705079,5.85807e-07,0.0705079,1.39906e-06,0.41311129999999996,-0.35929120000000003,-5.76534e-07,-5.85807e-07
47,train,15,1,True,True,0.0559141,0.0833288,-0.0274147,0.284527,0.241488,0.275364,0.15101,0.0659482,0.0344127,False,0.258585,0.0559141,0.0833288,-0.0274147,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00141305,0.0028877,3.32505e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0488601,0.0762748,0.0645081,5.85804e-07,0.0645081,1.39906e-06,-0.3494425,0.3388381,-5.76532e-07,-5.85804e-07
48,train,0,0,True,True,0.0680526,0.060937,0.00711559,0.254675,0.243489,0.199893,0.228962,0.0436176,0.0456007,True,0.41148750000000006,0.0680526,0.060937,0.00711559,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00204609,0.00174473,1.19999,3.35611e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0773451,0.0702295,0.054238,5.85802e-07,0.054238,1.39905e-06,0.3889541,-0.3265807,-5.76529e-07,-5.85802e-07
49,train,8,1,True,True,0.0566078,0.0807145,-0.0241067,0.279498,0.241629,0.270373,0.149859,0.0639025,0.0349128,False,0.24862142500000003,0.0566078,0.0807145,-0.0241067,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00144253,0.00291604,3.32649e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.044207,0.0683138,0.0616319,5.85799e-07,0.0616319,1.39905e-06,-0.36005899999999996,0.36658549999999995,-5.76527e-07,-5.85799e-07
50,train,1,0,True,True,0.0699494,0.0627685,0.00718092,0.261067,0.249749,0.212822,0.23216,0.0459203,0.046243,True,0.406035125,0.0699494,0.0627685,0.00718092,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00190005,0.00171693,3.355e-08,1.19999,0.0201357,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00547645,-0.00170447,0.0012667,5.85797e-07,0.0012667,1.39904e-06,-0.0038625212,0.003678631,-5.76525e-07,-5.85797e-07
51,train,9,1,True,True,0.0464176,0.0772564,-0.0308388,0.258763,0.211118,0.210084,0.201176,0.0505697,0.0419495,False,0.21884825,0.0464176,0.0772564,-0.0308388,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0019292,0.00203059,3.34285e-08,1.19999,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.024668,0.0555068,0.06546,5.85795e-07,0.06546,1.39904e-06,-0.2820078,0.24881836000000002,-5.76522e-07,-5.85795e-07
52,train,2,0,True,True,0.0473231,0.0781535,-0.0308303,0.214231,0.261942,0.155106,0.25887,0.0347483,0.0587828,False,0.40224437500000004,0.0473231,0.0781535,-0.0308303,False,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.0027912,0.0015154,1.2,3.33097e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0502499,0.0810802,0.0676318,5.85792e-07,0.0676318,1.39903e-06,0.43976869999999996,-0.38031030000000005,-5.7652e-07,-5.85792e-07
53,train,10,1,True,True,0.0576036,0.0835988,-0.0259951,0.287216,0.246305,0.27603,0.196416,0.0630584,0.0381342,False,0.433850625,0.0576036,0.0835988,-0.0259951,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.0014092,0.0020893,3.32713e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0415772,0.0675724,0.0759949,5.8579e-07,0.0759949,1.39902e-06,-0.37762619999999997,0.4408177,-5.76518e-07,-5.8579e-07
54,train,3,0,True,True,0.0436044,0.1065,-0.0628956,0.218028,0.313827,0.1647,0.310925,0.0329069,0.0775251,False,0.5017732500000001,0.0436044,0.1065,-0.0628956,False,0.432994,0.769845,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.0025888,0.00123352,1.2,3.31925e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.031055,0.0939506,0.0730735,5.85788e-07,0.0730735,1.39902e-06,0.4795882,-0.41766269999999994,-5.76516e-07,-5.85788e-07
55,train,11,1,True,True,0.0428624,0.094127,-0.0512646,0.288223,0.209955,0.283977,0.16291,0.0651335,0.0362888,False,0.41236612500000003,0.0428624,0.094127,-0.0512646,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00136492,0.00262428,3.3256e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0449633,0.0962278,0.0734235,5.85785e-07,0.0734235,1.39901e-06,-0.38902519999999996,0.4378729,-5.76513e-07,-5.85785e-07
56,train,4,0,True,True,0.0513062,0.0820747,-0.0307685,0.227881,0.275831,0.179585,0.271314,0.0360119,0.0618478,False,0.6073775,0.0513062,0.0820747,-0.0307685,False,0.608103,0.769845,0.769845,0.645065,0.08,0.769845,0.446472,0.769845,0.00232742,0.00143687,1.2,3.32811e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0642143,0.0949828,0.075198,5.85783e-07,0.075198,1.39901e-06,0.4882486,-0.4178079,-5.76511e-07,-5.85783e-07
57,train,12,1,True,True,0.0355495,0.0977729,-0.0622234,0.281264,0.188718,0.274505,0.133343,0.07158,0.0291447,False,0.2552052,0.0355495,0.0977729,-0.0622234,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00141804,0.00339531,3.32183e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00491816,0.0671416,0.0628006,5.85781e-07,0.0628006,1.399e-06,-0.37470040000000004,0.3785165,-5.76509e-07,-5.85781e-07
58,train,5,0,True,True,0.0637676,0.0691578,-0.00539017,0.251626,0.260126,0.215453,0.249712,0.0428615,0.0511547,False,0.54547575,0.0637676,0.0691578,-0.00539017,False,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00187287,0.00157893,1.19999,3.3417e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0770216,0.0824118,0.0655103,5.85778e-07,0.0655103,1.399e-06,0.42983639999999995,-0.3694161,-5.76506e-07,-5.85778e-07
59,train,13,1,True,True,0.0346482,0.114525,-0.0798765,0.309091,0.192126,0.306182,0.125982,0.0831234,0.028291,False,0.339744875,0.0346482,0.114525,-0.0798765,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00125478,0.00366476,3.31736e-08,1.2,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0143438,0.0942203,0.0766632,5.85776e-07,0.0766632,1.39899e-06,-0.4096563,0.4265542,-5.76504e-07,-5.85776e-07
60,train,6,0,True,True,0.0668069,0.0651032,0.0017037,0.255631,0.252946,0.22435,0.243746,0.0494338,0.0513928,True,0.5985944999999999,0.0668069,0.0651032,0.0017037,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00178645,0.00162327,1.19999,3.34125e-08,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0825429,0.0808392,0.0638872,5.85774e-07,0.0638872,1.39898e-06,0.4364002,-0.36764919999999995,-5.76502e-07,-5.85774e-07
