theta_p,act,read_p_gain,read_p_slope,write_p_charge_v,write_p_discharge_v,theta_n,read_n_gain,read_n_slope,write_n_charge_v,write_n_discharge_v,write_mode,signed_read_gain,signed_increase_mobility,signed_decrease_mobility,signed_update_sign_aligned,signed_mobility_balance
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,0.0,False,
1.15,0.25,0.854132,0.0,0.0,0.00415163,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,0.0,False,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,-0.000189896,2.5036199998358376e-12,1.4728783181399996e-113,True,5.882994696625591e-102
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,-0.0001898958,0.00024886990317778834,1.4728783181399996e-113,True,5.918266127534919e-110
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.599964,0.004549229459013743,1.4728783181399996e-113,True,3.2376434985526415e-111
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.599964,-7.374145738481275e-19,1.4728783181399996e-113,False,-5.006622507549432e+94
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.599964,-1.1268563859800907e-18,1.4728783181399996e-113,False,-7.650709309124211e+94
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,False,0.0
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,False,0.0
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,False,0.0
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,False,0.0
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.599964,-1.7380719086190767e-18,1.4728783181399996e-113,False,-1.1800512555673795e+95
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.599964,1.7427193022001574e-18,1.4728783181399996e-113,True,8.451609598175177e-96
0.05,0.5,-7.774719999999999e-112,-3.403979999999999e-111,0.0,-0.00432693,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.599964,0.0,1.4728783181399996e-113,False,0.0
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,-0.000189896,2.5036199998358376e-12,-0.0008371193182196967,False,-334363568.8621223
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,-0.0001898958,0.00024886990317778834,-0.0008371193182196967,False,-3.3636824201344795
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.599964,0.004549229459013743,-0.0008371193182196967,False,-0.18401343035380352
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.599964,-7.374145738481275e-19,-0.0008371193182196967,False,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.599964,-1.1268563859800907e-18,-0.0008371193182196967,False,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,False,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,False,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,False,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,False,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.599964,-1.7380719086190767e-18,-0.0008371193182196967,False,
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.599964,1.7427193022001574e-18,-0.0008371193182196967,False,-480352353452931.8
0.1,0.5,-1.11787e-111,0.2843446969696969,0.0,-0.00294403,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.599964,0.0,-0.0008371193182196967,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.074877104,2.5036199998358376e-12,-0.001101949224324405,False,-440142363.61614776
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.07487710419999999,0.00024886990317778834,-0.001101949224324405,False,-4.427812323843722
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.5248970000000001,0.004549229459013743,-0.001101949224324405,False,-0.2422276638829521
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.5248970000000001,-7.374145738481275e-19,-0.001101949224324405,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.5248970000000001,-1.1268563859800907e-18,-0.001101949224324405,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.5248970000000001,-1.7380719086190767e-18,-0.001101949224324405,False,
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.5248970000000001,1.7427193022001574e-18,-0.001101949224324405,False,-632315957557370.5
0.16,0.5,0.075067,0.761398511904762,0.0,-0.00144727,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.5248970000000001,0.0,-0.001101949224324405,False,
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.225680104,2.5036199998358376e-12,0.00025028162262083324,True,1.0003211476811955e-08
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.22568010419999998,0.00024886990317778834,0.00025028162262083324,True,0.9943594762241749
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.37409400000000004,0.004549229459013743,0.00025028162262083324,True,0.055016267013072016
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.37409400000000004,-7.374145738481275e-19,0.00025028162262083324,False,-2.9463392722416597e-15
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.37409400000000004,-1.1268563859800907e-18,0.00025028162262083324,False,-4.502353685341227e-15
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,False,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,False,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,False,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,False,0.0
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.37409400000000004,-1.7380719086190767e-18,0.00025028162262083324,False,-6.944464761011186e-15
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.37409400000000004,1.7427193022001574e-18,0.00025028162262083324,True,6.963033417920213e-15
0.24,0.5,0.22587,0.9439104166666664,0.0,0.000265154,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.37409400000000004,0.0,0.00025028162262083324,False,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.41481010399999996,2.5036199998358376e-12,0.001846444522333333,True,1.3559140117960535e-09
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.4148101042,0.00024886990317778834,0.001846444522333333,True,0.13478330931020555
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,-0.18496400000000007,0.004549229459013743,0.001846444522333333,True,0.40588071869508113
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.18496400000000007,-7.374145738481275e-19,0.001846444522333333,False,-3.9937001351996443e-16
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.18496400000000007,-1.1268563859800907e-18,0.001846444522333333,False,-6.102844533645093e-16
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,False,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,False,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,False,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,False,0.0
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.18496400000000007,-1.7380719086190767e-18,0.001846444522333333,False,-9.413074086963052e-16
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.18496400000000007,1.7427193022001574e-18,0.001846444522333333,True,9.43824350594569e-16
0.34,0.5,0.415,0.9471083333333332,0.0,0.00194956,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,-0.18496400000000007,0.0,0.001846444522333333,False,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.642536104,2.5036199998358376e-12,0.003122887303250001,True,8.017003998928525e-10
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.6425361042000001,0.00024886990317778834,0.003122887303250001,True,0.07969224599260705
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,0.04276199999999997,0.004549229459013743,0.003122887303250001,True,0.6864651104952249
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,0.04276199999999997,-7.374145738481275e-19,0.003122887303250001,False,-2.3613230393575114e-16
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,0.04276199999999997,-1.1268563859800907e-18,0.003122887303250001,False,-3.608379927150643e-16
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,False,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,False,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,False,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,False,0.0
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,0.04276199999999997,-1.7380719086190767e-18,0.003122887303250001,False,-5.565592798722703e-16
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,0.04276199999999997,1.7427193022001574e-18,0.003122887303250001,True,5.580474519162131e-16
0.46,0.5,0.642726,0.9503208333333336,0.0,0.00328614,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,0.04276199999999997,0.0,0.003122887303250001,False,0.0
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.870964104,2.5036199998358376e-12,0.0021563625410000024,True,1.161038532358662e-09
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.8709641042,0.00024886990317778834,0.0021563625410000024,True,0.11541190242637779
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,0.27118999999999993,0.004549229459013743,0.0021563625410000024,True,0.4740061059631611
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,0.27118999999999993,-7.374145738481275e-19,0.0021563625410000024,False,-3.4197151908702473e-16
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,0.27118999999999993,-1.1268563859800907e-18,0.0021563625410000024,False,-5.225727884595494e-16
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,0.27118999999999993,0.0,0.0021563625410000024,False,0.0
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,0.27118999999999993,0.0,0.0021563625410000024,False,0.0
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,0.27118999999999993,0.0,0.0021563625410000024,False,0.0
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,0.27118999999999993,0.0,0.0021563625410000024,False,0.0
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,0.27118999999999993,-1.7380719086190767e-18,0.0021563625410000024,False,-8.060202658747051e-16
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,0.27118999999999993,1.7427193022001574e-18,0.0021563625410000024,True,8.081754663536216e-16
0.58,0.5,0.871154,0.565983333333334,0.0,0.00380994,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,0.27118999999999993,0.0,0.0021563625410000024,False,0.0
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.9142081040000001,2.5036199998358376e-12,0.0003549395446666676,True,7.053651917503439e-09
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.9142081042000001,0.00024886990317778834,0.0003549395446666676,True,0.7011613862622947
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,0.314434,0.004549229459013743,0.0003549395446666676,True,0.07802190411903673
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,0.314434,-7.374145738481275e-19,0.0003549395446666676,False,-2.077577956383112e-15
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,0.314434,-1.1268563859800907e-18,0.0003549395446666676,False,-3.1747839960699478e-15
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,0.314434,0.0,0.0003549395446666676,False,0.0
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,0.314434,0.0,0.0003549395446666676,False,0.0
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,0.314434,0.0,0.0003549395446666676,False,0.0
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,0.314434,0.0,0.0003549395446666676,False,0.0
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,0.314434,-1.7380719086190767e-18,0.0003549395446666676,False,-4.896811118218294e-15
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,0.314434,1.7427193022001574e-18,0.0003549395446666676,True,4.9099045975189594e-15
0.7,0.5,0.914398,0.0900916666666669,0.0,0.00393976,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,0.314434,0.0,0.0003549395446666676,False,0.0
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.9142081040000001,2.5036199998358376e-12,0.0,False,0.0
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.9142081042000001,0.00024886990317778834,0.0,False,0.0
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,0.314434,0.004549229459013743,0.0,False,0.0
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,0.314434,-7.374145738481275e-19,0.0,False,
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,0.314434,-1.1268563859800907e-18,0.0,False,
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,0.314434,0.0,0.0,False,
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,0.314434,0.0,0.0,False,
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,0.314434,0.0,0.0,False,
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,0.314434,0.0,0.0,False,
0.82,0.5,0.914398,0.0,0.0,0.00404922,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,0.314434,-1.7380719086190767e-18,0.0,False,
0.82,0.5,0.914398,0.0,0.0,0.00404922,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,0.314434,1.7427193022001574e-18,0.0,False,0.0
0.82,0.5,0.914398,0.0,0.0,0.00404922,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,0.314434,0.0,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.9142081040000001,2.5036199998358376e-12,0.0,False,0.0
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.9142081042000001,0.00024886990317778834,0.0,False,0.0
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,0.314434,0.004549229459013743,0.0,False,0.0
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,0.314434,-7.374145738481275e-19,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,0.314434,-1.1268563859800907e-18,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,0.314434,0.0,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,0.314434,0.0,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,0.314434,0.0,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,0.314434,0.0,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,0.314434,-1.7380719086190767e-18,0.0,False,
0.94,0.5,0.914398,0.0,0.0,0.00412665,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,0.314434,1.7427193022001574e-18,0.0,False,0.0
0.94,0.5,0.914398,0.0,0.0,0.00412665,1.15,0.599964,0.0,0.0,0.00784919,bounded_discharge,0.314434,0.0,0.0,False,
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.05,0.000189896,-1.99999999986886e-09,0.0,-0.00125181,bounded_discharge,0.9142081040000001,2.5036199998358376e-12,1.8434809234690875e-18,True,7.363261691430667e-07
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.1,0.0001898958,2.2718716057272728,0.0,0.000109544,bounded_discharge,0.9142081042000001,0.00024886990317778834,1.8434809234690875e-18,True,7.40740804705556e-15
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.16,0.599964,2.8560671628571432,0.0,0.00159283,bounded_discharge,0.314434,0.004549229459013743,1.8434809234690875e-18,True,4.0522926796239197e-16
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.24,0.599964,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,0.314434,-7.374145738481275e-19,1.8434809234690875e-18,False,-0.40001204485504016
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.34,0.599964,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,0.314434,-1.1268563859800907e-18,1.8434809234690875e-18,False,-0.6112655529190706
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.46,0.599964,0.0,0.0,0.00657842,bounded_discharge,0.314434,0.0,1.8434809234690875e-18,False,0.0
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.58,0.599964,0.0,0.0,0.00742333,bounded_discharge,0.314434,0.0,1.8434809234690875e-18,False,0.0
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.7,0.599964,0.0,0.0,0.00766575,bounded_discharge,0.314434,0.0,1.8434809234690875e-18,False,0.0
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.82,0.599964,0.0,0.0,0.00776357,bounded_discharge,0.314434,0.0,1.8434809234690875e-18,False,0.0
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,0.94,0.599964,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,0.314434,-1.7380719086190767e-18,1.8434809234690875e-18,False,-0.942820664153307
1.06,0.5,0.914398,4.440892098500626e-16,0.0,0.00415115,1.06,0.599964,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,0.314434,1.7427193022001574e-18,1.8434809234690875e-18,True,0.9453416523132143
