theta_p,act,read_p_gain,read_p_slope,write_p_charge_v,write_p_discharge_v,theta_n,read_n_gain,read_n_slope,write_n_charge_v,write_n_discharge_v,write_mode,signed_read_gain,signed_increase_mobility,signed_decrease_mobility,signed_update_sign_aligned,signed_mobility_balance
0.46,0.25,0.854132,0.0251416666666667,0.0,0.00328614,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,8.261903650000011e-05,False,0.0
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,0.0,False,0.0
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,0.0,False,0.0
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,0.0,False,
0.58,0.25,0.854132,0.0,0.0,0.00380994,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,0.0,False,0.0
0.58,0.25,0.854132,0.0,0.0,0.00380994,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,0.0,False,0.0
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,0.0,False,0.0
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,0.0,False,
0.7,0.25,0.854132,0.0,0.0,0.00393976,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,0.0,False,0.0
0.7,0.25,0.854132,0.0,0.0,0.00393976,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,0.0,False,0.0
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,0.0,False,0.0
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,0.0,False,
0.82,0.25,0.854132,0.0,0.0,0.00404922,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,0.0,False,0.0
0.82,0.25,0.854132,0.0,0.0,0.00404922,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,0.0,False,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,0.0,False,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,0.0,False,
0.94,0.25,0.854132,0.0,0.0,0.00412665,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,0.0,False,0.0
0.94,0.25,0.854132,0.0,0.0,0.00412665,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,0.0,False,
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,9.217404617345437e-19,False,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,9.217404617345437e-19,True,3.703703383237387e-15
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,9.217404617345437e-19,True,2.0261459905079563e-16
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,9.217404617345437e-19,False,-0.8000240897100803
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,9.217404617345437e-19,False,-1.2225311058381412
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.46,1.199928,0.0,0.0,0.00657842,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,False,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.58,1.199928,0.0,0.0,0.00742333,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,False,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.7,1.199928,0.0,0.0,0.00766575,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,False,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.82,1.199928,0.0,0.0,0.00776357,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,False,0.0
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,0.94,1.199928,-2.220446049250313e-16,0.0,0.00782758,bounded_discharge,-0.3457960000000001,-1.7380719086190767e-18,9.217404617345437e-19,False,-1.885641328306614
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,1.06,1.199928,2.220446049250313e-16,0.0,0.00784851,bounded_discharge,-0.3457960000000001,1.7427193022001574e-18,9.217404617345437e-19,True,0.5289093089006703
1.06,0.25,0.854132,2.220446049250313e-16,0.0,0.00415115,1.15,1.199928,0.0,0.0,0.00784919,bounded_discharge,-0.3457960000000001,0.0,9.217404617345437e-19,False,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.05,0.0003795848,0.0,0.0,-0.00125181,bounded_discharge,0.8537524152,0.0,0.0,False,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.1,0.0003795848,2.271871998484849,0.0,0.000109544,bounded_discharge,0.8537524152,0.00024886994620202426,0.0,False,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.16,1.199928,2.856067655238096,0.0,0.00159283,bounded_discharge,-0.3457960000000001,0.004549230243292897,0.0,False,0.0
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.24,1.199928,-2.220446049250313e-16,0.0,0.00332102,bounded_discharge,-0.3457960000000001,-7.374145738481275e-19,0.0,False,
1.15,0.25,0.854132,0.0,0.0,0.00415163,0.34,1.199928,-2.220446049250313e-16,0.0,0.00507491,bounded_discharge,-0.3457960000000001,-1.1268563859800907e-18,0.0,False,
