cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal
62,train,2,1,True,True,0.00224188,0.00267932,-0.000437449,0.0333014,0.0328293,0.0333076,0.0328352,0.00273099,0.00228983,False,0.083795475,0.00224188,0.00267932,-0.000437449,False,0.00228581,0.00272667,-0.000440862,False,0.0023234,0.00276693,-0.000443528,False,0.00233503,0.00277913,-0.000444094,False,0.0975098,0.0600743,0.144248,0.0333498,1.18602,1.18968,1.2,1.16471e-09,1.04533
63,train,3,0,True,True,0.00730779,0.00737021,-6.24146e-05,0.0381585,0.0382302,0.0381647,0.0382369,0.00737488,0.00743885,False,0.10586467499999999,0.00730779,0.00737021,-6.24146e-05,False,0.00736936,0.0074332,-6.38435e-05,False,0.00742033,0.00748531,-6.49763e-05,False,0.00743482,0.00750006,-6.52337e-05,False,0.189831,0.0521731,0.0901496,0.091305,1.11549,1.11407,1.2,1.1647e-09,0.038908
64,train,0,0,True,True,0.0112487,0.0112705,-2.17557e-05,0.0422245,0.0422532,0.0422286,0.042258,0.011318,0.0113412,False,0.09336905,0.0112487,0.0112705,-2.17557e-05,False,0.0113098,0.0113328,-2.30041e-05,False,0.0113601,0.0113841,-2.40145e-05,False,0.0113748,0.011399,-2.41906e-05,False,0.0509168,0.193387,0.041442,0.0877304,1.01022,1.00942,1.16469e-09,1.2,1.04533
65,train,1,1,True,True,0.0100835,0.00933377,0.000749767,0.0402988,0.0410769,0.04031,0.0410885,0.00941498,0.0101658,True,0.090949475,0.0100835,0.00933377,0.000749767,True,0.0101561,0.00940541,0.000750676,True,0.0102158,0.00946444,0.000751398,True,0.0102353,0.00948494,0.000750375,True,0.0550229,0.122801,-1.39337e-26,0.185974,1.06476,1.04377,1.2,1.16469e-09,1.04533
66,train,2,1,True,True,0.0022278,0.00265253,-0.000424729,0.0332733,0.0328139,0.0332799,0.0328202,0.00270626,0.0022776,False,0.083079275,0.0022278,0.00265253,-0.000424729,False,0.0022716,0.00269982,-0.000428217,False,0.00230911,0.00274005,-0.000430943,False,0.00232073,0.00275227,-0.000431534,False,0.0969533,0.0592107,0.14361,0.0325431,1.18625,1.18979,1.16471e-09,1.2,0.0313671
67,train,3,0,True,True,0.00736429,0.00765338,-0.000289097,0.0382166,0.0385208,0.038223,0.0385276,0.00743405,0.00772443,False,0.10562532499999999,0.00736429,0.00765338,-0.000289097,False,0.00742581,0.00771604,-0.000290232,False,0.00747674,0.00776786,-0.000291125,False,0.00749124,0.00778248,-0.000291243,False,0.190355,0.0515542,0.0896804,0.0909117,1.11428,1.10789,1.1647e-09,1.2,1.04533
68,final_eval,0,0,False,False,0.0109946,0.0117357,-0.00074103,0.0419633,0.042731,0.0419676,0.0427355,0.0110641,0.0118058,False,0.092634875,0.0109946,0.0117357,-0.00074103,False,0.011056,0.0117976,-0.0007416,False,0.0111064,0.0118485,-0.000742049,False,0.0111211,0.0118629,-0.000741765,False,0.0501566,0.193115,0.0406576,0.0866103,1.01807,0.994252,1.2,1.16471e-09,
69,final_eval,1,1,False,False,0.0100761,0.00937293,0.0007032,0.040339,0.0410692,0.0403501,0.0410808,0.00945408,0.0101584,True,0.090720675,0.0100761,0.00937293,0.0007032,True,0.0101487,0.00944452,0.000704151,True,0.0102084,0.0095035,0.000704908,True,0.0102279,0.009524,0.000703941,True,0.0545247,0.122392,-2.26047e-26,0.185966,1.0639,1.0442,1.2,1.16471e-09,
70,final_eval,2,1,False,False,0.00245051,0.00241818,3.23252e-05,0.0330309,0.0330487,0.0330377,0.0330549,0.00247185,0.0025012,True,0.08281295,0.00245051,0.00241818,3.23252e-05,True,0.00249511,0.00246541,2.9699e-05,True,0.00253323,0.00250562,2.76053e-05,True,0.00254492,0.00251795,2.6973e-05,True,0.0967504,0.058893,0.143364,0.0322444,1.18836,1.18821,1.2,1.16471e-09,
71,final_eval,3,0,False,False,0.00724474,0.00792708,-0.000682341,0.0380951,0.0388024,0.0381016,0.038809,0.00731492,0.00799792,False,0.105501325,0.00724474,0.00792708,-0.000682341,False,0.00730663,0.00798955,-0.000682926,False,0.00735783,0.0080412,-0.000683368,False,0.00737247,0.00805571,-0.000683236,False,0.19066,0.0512234,0.0894191,0.0907028,1.11681,1.10172,1.2,1.16471e-09,
