image_size,block_size,stride,blocks,channels,local_features,train_samples,test_samples,lr_spice,equivalent_lr_torch_mse_tanh,update_noise_std,seed,epoch,test_accuracy,test_correct,trial_wall_time_s,weight_sharing,shared_weight_values,shared_bias_values,readout_values,output_bias_values,train_state_values,gradient_state_values,temporary_state_values,phase_state_values,expanded_weight_equivalent_values,multiply_terms_per_sample
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,39,0.8715,1743,10.764868957999994,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,40,0.875,1750,11.050665791,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,41,0.869,1738,11.333127291000011,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,42,0.879,1758,11.609366999999992,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,43,0.8815,1763,11.887164832999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,44,0.8745,1749,12.157281915999988,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,45,0.8755,1751,12.426925332999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,46,0.8785,1757,12.711214582999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,47,0.8755,1751,12.994887790999996,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,48,0.871,1742,13.264643374999991,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,49,0.8705,1741,13.548242165999994,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,50,0.8705,1741,13.867025958,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,51,0.8715,1743,14.145078041000005,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,52,0.8775,1755,14.413287290999989,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,53,0.866,1732,14.689435750000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,54,0.882,1764,14.959185625000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,55,0.8765,1753,15.22522245799999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,56,0.8675,1735,15.535093958000004,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,57,0.8765,1753,15.811969583000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,58,0.8795,1759,16.087661790999988,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,59,0.8735,1747,16.367553541000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,60,0.8795,1759,16.64093541599999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,61,0.867,1734,16.90697424999999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,62,0.877,1754,17.172559707999994,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,63,0.8665,1733,17.440279874999987,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,64,0.874,1748,17.716342457999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,65,0.872,1744,17.98931462499999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,66,0.8735,1747,18.262231291000006,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,67,0.8715,1743,18.530793708000004,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,68,0.872,1744,18.796038165999988,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,69,0.873,1746,19.06102466600001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,70,0.8735,1747,19.326958832999992,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,71,0.8745,1749,19.592584665999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,72,0.875,1750,19.857311415999988,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,73,0.8755,1751,20.122175333,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,74,0.875,1750,20.388843207999997,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,75,0.8745,1749,20.653381416000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,76,0.8775,1755,20.918428790999997,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,77,0.8685,1737,21.185518874999985,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,78,0.882,1764,21.466043708,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,79,0.8685,1737,21.73295200000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,80,0.866,1732,22.02433350000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,81,0.879,1758,22.294308624999985,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,82,0.8675,1735,22.578986791000005,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,83,0.867,1734,22.846500958000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,84,0.8715,1743,23.113734375000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,85,0.8735,1747,23.381316833,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,86,0.8675,1735,23.65511191600001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,87,0.8685,1737,23.938203415999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,88,0.8755,1751,24.226523708000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,89,0.8715,1743,24.510315665999997,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,90,0.8715,1743,24.801429832999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,91,0.865,1730,25.102427957999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,92,0.8695,1739,25.41318075000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,93,0.872,1744,25.882314665999985,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,94,0.8745,1749,26.171932249999998,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,95,0.87,1740,26.535887916000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,96,0.8705,1741,26.82548750000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,97,0.875,1750,27.112519082999995,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,98,0.8675,1735,27.401338915999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,99,0.8765,1753,27.68892466599999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,100,0.8605,1721,27.976607624999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,101,0.8725,1745,28.256669708000004,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,102,0.8715,1743,28.532420790999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,103,0.8655,1731,28.82342650000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,104,0.8735,1747,29.09847962500001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,105,0.873,1746,29.373399457999994,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,106,0.8715,1743,29.645090583000012,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,107,0.8715,1743,29.917295916,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,108,0.871,1742,30.190742833,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,109,0.8615,1723,30.460853832999987,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,110,0.8695,1739,30.735120790999986,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,111,0.8755,1751,31.031418000000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,112,0.8785,1757,31.310975374999998,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,113,0.8685,1737,31.587273541000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,114,0.8755,1751,31.871466249999997,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,115,0.8705,1741,32.145816333,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,116,0.8745,1749,32.41893516600001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,117,0.8715,1743,32.695470666000006,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,118,0.8795,1759,32.971774374999995,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,119,0.8685,1737,33.24304950000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.03,0.15,0.0,0,120,0.8775,1755,33.51255545800001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,1,0.8185,1637,0.27895787500000324,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,2,0.8325,1665,0.5634597499999927,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,3,0.842,1684,0.8448636669999985,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,4,0.832,1664,1.130030000000005,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,5,0.8465,1693,1.4107997499999954,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,6,0.844,1688,1.6918493750000039,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,7,0.834,1668,1.9718357499999968,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,8,0.8405,1681,2.242976833,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,9,0.85,1700,2.5304720420000137,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,10,0.852,1704,2.811324291999995,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,11,0.856,1712,3.0827734579999913,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,12,0.8545,1709,3.354049625000016,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,13,0.8655,1731,3.6257354999999905,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,14,0.8535,1707,3.8974717920000046,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,15,0.8485,1697,4.1703177500000095,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,16,0.858,1716,4.440477208000004,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,17,0.865,1730,4.7117048750000095,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,18,0.8595,1719,4.981488500000012,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,19,0.8605,1721,5.2540804170000115,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,20,0.869,1738,5.526846500000005,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,21,0.8615,1723,5.799315874999991,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,22,0.865,1730,6.070258749999994,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,23,0.8585,1717,6.3439354170000115,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,24,0.861,1722,6.635675042000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,25,0.8675,1735,6.9268980829999975,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,26,0.8665,1733,7.205272083000011,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,27,0.865,1730,7.472239207999991,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,28,0.8575,1715,7.748278708000015,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,29,0.865,1730,8.015686500000015,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,30,0.8735,1747,8.285918957999996,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,31,0.8515,1703,8.556662125000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,32,0.853,1706,8.829620167000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,33,0.8645,1729,9.120138208000014,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,34,0.863,1726,9.410754166999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,35,0.8705,1741,9.695850291999989,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,36,0.871,1742,9.967220292000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,37,0.8725,1745,10.235469125000009,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,38,0.8675,1735,10.503501708000016,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,39,0.8635,1727,10.771526542000004,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,40,0.867,1734,11.042809083000009,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,41,0.8625,1725,11.31551916699999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,42,0.87,1740,11.606167333000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,43,0.869,1738,11.873507541999999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,44,0.8615,1723,12.140832582999991,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,45,0.8565,1713,12.444010958000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,46,0.87,1740,12.75106920799999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,47,0.869,1738,13.037808791999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,48,0.8735,1747,13.325062250000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,49,0.8585,1717,13.62828562499999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,50,0.8685,1737,13.940683291999989,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,51,0.8605,1721,14.237685125000013,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,52,0.866,1732,14.532522083000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,53,0.863,1726,14.827402374999991,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,54,0.868,1736,15.118652042000008,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,55,0.866,1732,15.406415667000005,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,56,0.866,1732,15.702833333000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,57,0.863,1726,15.991248041999995,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,58,0.8575,1715,16.277579333000006,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,59,0.872,1744,16.567838792000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,60,0.8605,1721,16.855546457999992,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,61,0.8735,1747,17.148392833000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,62,0.866,1732,17.44192562500001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,63,0.8705,1741,17.729646125000016,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,64,0.875,1750,18.026271624999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,65,0.8265,1653,18.31293529199999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,66,0.8675,1735,18.623176333000004,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,67,0.86,1720,18.912633375000013,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,68,0.8675,1735,19.204509125000016,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,69,0.8745,1749,19.496265832999995,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,70,0.863,1726,19.785295167000015,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,71,0.866,1732,20.07418475,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,72,0.856,1712,20.362445374999993,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,73,0.8645,1729,20.656342292000005,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,74,0.8625,1725,20.951264917000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,75,0.8635,1727,21.243608208000012,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,76,0.8725,1745,21.543694958000003,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,77,0.8675,1735,21.84115483299999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,78,0.8705,1741,22.13598275000001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,79,0.8665,1733,22.424439542000016,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,80,0.8665,1733,22.715114333000002,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,81,0.8615,1723,23.006384583,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,82,0.871,1742,23.305173042000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,83,0.8735,1747,23.596012166999998,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,84,0.856,1712,23.888533792000004,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,85,0.865,1730,24.180716458000006,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,86,0.861,1722,24.469437125000013,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,87,0.861,1722,24.76124041700001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,88,0.868,1736,25.045359167000015,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,89,0.866,1732,25.33376791699999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,90,0.864,1728,25.629504999999995,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,91,0.868,1736,25.921156166999992,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,92,0.855,1710,26.20443983300001,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,93,0.8645,1729,26.498807458000016,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,94,0.867,1734,26.78419333299999,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,95,0.8605,1721,27.069016707999992,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,96,0.871,1742,27.356095833000012,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,97,0.8675,1735,27.643844875000013,shared_kernel,32,2,180,10,224,224,56,504,288,468
9,4,2,9,2,18,5000,2000,0.05,0.25,0.0,0,98,0.8625,1725,27.929539833000007,shared_kernel,32,2,180,10,224,224,56,504,288,468
