cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
10,train,2,1,True,True,0.138526,0.131885,0.0066415,0.143873,0.151556,0.0118376,0.0117373,0.131877,0.138518,True,0.0967762625,0.101401,0.0690096,0.150534,0.0421629,0.0842042,0.0846054,0.121205,0.121088,0.341423,0.34142,0.881065,0.924338,2.81108e-06,0.00717271,0.000531212,1.76072e-07,0.00351727,0.00351727,5.53199e-07
11,train,3,0,True,True,0.133375,0.140554,-0.00717886,0.147232,0.155554,0.00815139,0.00799244,0.133368,0.140546,False,0.091457075,0.177599,0.0625994,0.096708,0.0976909,0.0551286,0.112824,0.0751181,0.0539886,0.339929,0.339843,0.880746,0.924829,5.49316e-08,-0.00650129,0.000677567,0.0302132,0.00343346,0.0302132,5.53199e-07
12,train,0,0,True,True,0.130864,0.137297,-0.00643332,0.146737,0.153767,0.00775679,0.00766665,0.130857,0.13729,False,0.090566475,0.0587686,0.194424,0.049342,0.0992329,0.0478387,0.0691821,0.111591,0.0941525,0.339276,0.339253,0.880935,0.924478,3.49722e-06,-0.00556248,0.000870845,0.0824246,0.00341854,0.0824246,5.82604e-07
13,train,1,1,True,True,0.138565,0.131527,0.00703774,0.153392,0.163317,0.0286681,0.0283904,0.13152,0.138557,True,0.07119455,0.06292,0.129428,-2.02628e-26,0.186796,0.0107444,0.0814911,0.0435776,0.0545993,0.339385,0.339201,0.879972,0.925862,4.89953e-06,0.00816831,0.00113057,0.0556176,0.00350257,0.0556176,5.53196e-07
14,train,2,1,True,True,0.13955,0.132928,0.00662175,0.144758,0.152359,0.0118276,0.01172,0.132921,0.139542,True,0.09677488749999999,0.1014,0.069007,0.150532,0.0421614,0.0842033,0.0846044,0.121204,0.121087,0.341377,0.341393,0.881708,0.923488,2.81105e-06,0.00716637,0.000544626,2.38798e-07,0.00348784,0.00348784,5.53195e-07
15,train,3,0,True,True,0.134727,0.141786,-0.00705882,0.148397,0.156537,0.00812235,0.00796965,0.134719,0.141778,False,0.09145595,0.1776,0.0625965,0.0967068,0.0976894,0.0551276,0.112823,0.0751172,0.0539871,0.339878,0.339799,0.881749,0.923495,8.85205e-07,-0.00642572,0.000633097,0.0301919,0.00340359,0.0301919,5.53194e-07
16,train,0,0,True,True,0.132301,0.138314,-0.00601332,0.14899,0.154688,0.00766684,0.00764614,0.132294,0.138307,False,0.0905656125,0.0587673,0.194426,0.0493407,0.0992308,0.0478376,0.0691805,0.111591,0.094151,0.339161,0.339213,0.882764,0.922055,6.48519e-06,-0.00485958,0.00115373,0.0822552,0.00338861,0.0822552,5.81251e-07
17,train,1,1,True,True,0.140005,0.132686,0.00731892,0.154947,0.165475,0.0288325,0.0284784,0.132679,0.139997,True,0.0711934125,0.0629185,0.129427,-2.02622e-26,0.186795,0.0107434,0.081489,0.0435768,0.0545976,0.339223,0.339054,0.880053,0.925782,3.46366e-05,0.00863624,0.00131731,0.0555336,0.00347306,0.0555336,5.53193e-07
18,train,2,1,True,True,0.140398,0.133803,0.00659471,0.145689,0.153181,0.0118224,0.0117029,0.133796,0.14039,True,0.0967736125,0.101399,0.0690043,0.150531,0.0421599,0.0842023,0.0846034,0.121203,0.121086,0.341325,0.341366,0.882245,0.922794,2.81103e-06,0.00715856,0.000563847,3.10716e-07,0.00345824,0.00345824,5.53192e-07
19,train,3,0,True,True,0.135906,0.142913,-0.00700714,0.149639,0.157592,0.00809586,0.00794679,0.135898,0.142905,False,0.091454725,0.1776,0.0625937,0.0967057,0.0976879,0.0551266,0.112822,0.0751163,0.0539856,0.339822,0.339747,0.882472,0.922561,1.82459e-06,-0.00634883,0.000658306,0.0301706,0.00337359,0.0301706,5.53191e-07
20,train,0,0,True,True,0.134216,0.139603,-0.00538722,0.151978,0.155683,0.00754398,0.00762648,0.134209,0.139595,False,0.0905647125,0.0587659,0.194427,0.0493394,0.0992286,0.0478365,0.0691789,0.111592,0.0941494,0.339004,0.339165,0.885265,0.918913,0.0361011,-0.00365259,0.00173464,0.0820791,0.00335856,0.0820791,6.99499e-06
21,train,1,1,True,True,0.141493,0.133784,0.00770935,0.156959,0.168055,0.0291202,0.0286024,0.133777,0.141486,True,0.07119251249999999,0.0629171,0.129428,-2.02608e-26,0.186794,0.0107423,0.0814868,0.043576,0.0545959,0.338961,0.33886,0.879897,0.926046,0.0400582,0.00933926,0.0016299,0.0554471,0.00344338,0.0554471,5.53188e-07
22,train,2,1,True,True,0.141502,0.134931,0.00657065,0.146688,0.154022,0.0118283,0.0116862,0.134924,0.141494,True,0.09677258749999999,0.101398,0.0690046,0.150529,0.0421584,0.0842014,0.0846023,0.121202,0.121085,0.341263,0.341338,0.882897,0.921965,2.811e-06,0.00714872,0.000578075,4.03416e-07,0.00342849,0.00342849,5.53188e-07
23,train,3,0,True,True,0.137128,0.144081,-0.00695258,0.15098,0.158753,0.00807761,0.00792483,0.13712,0.144073,False,0.091453825,0.177601,0.0625926,0.0967045,0.0976865,0.0551256,0.112821,0.0751153,0.0539841,0.339758,0.339682,0.883188,0.921652,2.76313e-06,-0.00626592,0.000686668,0.0301494,0.00334347,0.0301494,5.53187e-07
24,train,0,0,True,True,0.136446,0.140736,-0.00429043,0.156395,0.156785,0.00735631,0.0076092,0.136438,0.140729,False,0.0905644875,0.0587645,0.194434,0.0493381,0.0992266,0.0478354,0.0691773,0.111592,0.094148,0.338769,0.339106,0.888949,0.914597,0.0688201,-0.000885174,0.00340526,0.0819231,0.00332838,0.0819231,7.00638e-06
25,train,1,1,True,True,0.143494,0.135379,0.0081148,0.160085,0.171291,0.0297598,0.0287881,0.135372,0.143486,True,0.0711917625,0.0629156,0.12943,-2.0261e-26,0.186793,0.0107413,0.0814847,0.0435752,0.0545943,0.338412,0.338584,0.880009,0.925951,0.0616242,0.0103874,0.00227259,0.0553609,0.00341356,0.0553609,5.53185e-07
26,train,2,1,True,True,0.142639,0.136096,0.00654255,0.147835,0.154885,0.0118688,0.0116707,0.136089,0.142631,True,0.0967717,0.101397,0.0690049,0.150528,0.0421569,0.0842005,0.0846013,0.121201,0.121084,0.341174,0.341309,0.883541,0.921159,2.81097e-06,0.00713533,0.000592779,4.95945e-07,0.0033986,0.0033986,5.53185e-07
27,train,3,0,True,True,0.138397,0.145297,-0.00689986,0.15248,0.16009,0.00808957,0.00790665,0.138389,0.145289,False,0.09145281250000001,0.177601,0.0625915,0.0967033,0.0976851,0.0551246,0.11282,0.0751144,0.0539826,0.339678,0.339594,0.883886,0.920783,3.70069e-06,-0.00626202,0.000637833,0.0301282,0.00331325,0.0301282,5.53184e-07
28,train,0,0,True,True,0.13998,0.141598,-0.00161849,0.164694,0.158068,0.00698647,0.00759904,0.139972,0.14159,False,0.0905643875,0.0587631,0.194441,0.0493367,0.0992247,0.0478343,0.0691758,0.111593,0.0941465,0.338337,0.339024,0.897046,0.906207,0.0688269,0.00796342,0.00958191,0.0817631,0.0032981,0.0817631,7.01783e-06
29,train,1,1,True,True,0.146094,0.138852,0.00724214,0.168004,0.175694,0.0332591,0.029092,0.138844,0.146086,True,0.0711909875,0.0629141,0.129432,-2.02603e-26,0.186792,0.0107403,0.0814825,0.0435744,0.0545926,0.330923,0.338144,0.883426,0.921393,0.0616233,0.0111779,0.00393573,0.0552745,0.0033836,0.0552745,5.53181e-07
30,train,2,1,True,True,0.143945,0.13747,0.00647519,0.149751,0.155772,0.0121885,0.011659,0.137463,0.143937,True,0.096770675,0.101396,0.0690051,0.150526,0.0421554,0.0841996,0.0846003,0.1212,0.121083,0.340932,0.34128,0.884335,0.920181,2.81093e-06,0.00706795,0.000592758,5.88491e-07,0.00336858,0.00336858,5.53181e-07
31,train,3,0,True,True,0.139393,0.146283,-0.00689003,0.154563,0.161795,0.00836102,0.00790328,0.139385,0.146275,False,0.09145191250000001,0.177602,0.0625904,0.0967022,0.0976837,0.0551236,0.112819,0.0751134,0.053981,0.339515,0.339454,0.884356,0.92021,4.63728e-06,-0.00610902,0.000781008,0.0301068,0.00328292,0.0301068,5.5318e-07
32,train,0,0,True,True,0.150125,0.142924,0.00720167,0.179806,0.159731,0.00643254,0.0076123,0.150117,0.142916,True,0.09056418750000002,0.0587618,0.194448,0.0493354,0.0992227,0.0478333,0.0691743,0.111593,0.094145,0.337285,0.338894,0.919196,0.885235,0.0688337,0.00905177,0.0018501,0.0815977,0.00326773,0.0815977,7.02931e-06
33,train,1,1,True,True,0.150651,0.140765,0.0098861,0.169901,0.182936,0.0343672,0.029653,0.140757,0.150643,True,0.07119026249999999,0.0629126,0.129434,-2.02598e-26,0.186791,0.0107393,0.0814805,0.0435737,0.054591,0.326387,0.337273,0.879754,0.926481,0.0616223,0.0187385,0.00885239,0.0551861,0.00335352,0.0551861,5.53178e-07
34,train,2,1,True,True,0.145147,0.138747,0.00639972,0.151474,0.1567,0.0126682,0.0116662,0.13874,0.145139,True,0.09676977500000002,0.101395,0.0690054,0.150525,0.0421539,0.0841986,0.0845993,0.121199,0.121082,0.340745,0.341245,0.885059,0.919305,2.81091e-06,0.00700826,0.000608538,6.8139e-07,0.00333845,0.00333845,5.53177e-07
35,train,3,0,True,True,0.140787,0.14775,-0.00696278,0.15676,0.164895,0.00880617,0.00795901,0.14078,0.147742,False,0.0914508875,0.177602,0.0625893,0.096701,0.0976823,0.0551225,0.112818,0.0751125,0.0539795,0.339352,0.339111,0.884813,0.919669,7.34998e-06,-0.00614123,0.00082155,0.0300848,0.00325249,0.0300848,5.53177e-07
36,final_eval,0,0,False,False,0.15225,0.144388,0.00786202,0.181861,0.162837,0.00729919,0.00771913,0.152242,0.14438,True,0.0905642,0.0587604,0.194456,0.0493341,0.0992207,0.0478322,0.0691727,0.111594,0.0941435,0.337135,0.338531,1.14686,1.14702,,,,,,,
37,final_eval,1,1,False,False,0.160113,0.141354,0.0187594,0.170469,0.194205,0.0343898,0.0322587,0.141346,0.160105,True,0.0711889875,0.0629111,0.129432,-3.32718e-26,0.18679,0.0107383,0.0814783,0.0435729,0.0545893,0.326228,0.332625,1.13976,1.13947,,,,,,,
38,final_eval,2,1,False,False,0.145608,0.13923,0.00637854,0.152055,0.157158,0.0126581,0.0116558,0.139222,0.1456,True,0.09676855,0.101394,0.0690038,0.150523,0.0421525,0.0841978,0.0845983,0.121198,0.121081,0.34067,0.341189,1.13968,1.13978,,,,,,,
39,final_eval,3,0,False,False,0.141471,0.147654,-0.0061839,0.157982,0.164894,0.00875916,0.00795889,0.141463,0.147646,False,0.09144993750000001,0.177603,0.0625875,0.0966999,0.0976809,0.0551216,0.112817,0.0751116,0.053978,0.33925,0.339068,1.13964,1.13963,,,,,,,
