cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127543,0.134611,-0.007068,0.143397,0.152076,0.00788511,0.00770796,0.127536,0.134603,False,0.0905694125,0.0587728,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21433,1.21424,,,,,,,
1,initial_eval,1,1,False,False,0.135686,0.128408,0.007278,0.150274,0.159827,0.0284345,0.0282743,0.128401,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.3508e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20386,1.20372,,,,,,,
2,initial_eval,2,1,False,False,0.137389,0.130804,0.00658479,0.142621,0.150384,0.0118544,0.0117627,0.130797,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19345,1.19326,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818712,0.00803675,0.131504,0.13821,False,0.09145944999999998,0.177598,0.0626052,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18312,1.18288,,,,,,,
4,train,0,0,True,False,0.128787,0.135701,-0.00691319,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.877346,0.926454,2.44873e-07,,,,,,
5,train,1,1,False,False,0.135687,0.128409,0.00727766,0.150274,0.159826,0.0284349,0.0282746,0.128402,0.135679,True,0.071197075,0.062923,0.129432,-2.07056e-26,0.186798,0.0107464,0.0814954,0.0435792,0.0546026,0.339644,0.339413,0.876261,0.928074,2.44601e-07,,,,,,
6,train,2,1,False,False,0.137388,0.130803,0.00658475,0.14262,0.150383,0.0118543,0.0117626,0.130796,0.13738,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,0.341484,0.341459,0.879392,0.923574,3.01001e-07,,,,,,
7,train,3,0,False,True,0.13151,0.138216,-0.00670612,0.145733,0.153741,0.00818691,0.00803655,0.131503,0.138208,False,0.0914585,0.177599,0.0626034,0.0967092,0.0976924,0.0551297,0.112825,0.0751191,0.0539902,0.339989,0.339916,0.879542,0.923391,3.00162e-08,-0.00658267,0.000123453,0.0159833,0.000492062,0.0159833,5.53194e-07
8,final_eval,0,0,False,False,0.127392,0.134166,-0.00677448,0.142265,0.150661,0.00789968,0.0077372,0.127385,0.134159,False,0.09056708749999999,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691836,0.11159,0.0941539,0.339399,0.339289,1.14822,1.14821,,,,,,,
9,final_eval,1,1,False,False,0.134441,0.127247,0.00719375,0.148971,0.158477,0.0284984,0.0283478,0.12724,0.134433,True,0.0711958125,0.0629215,0.12943,-3.32784e-26,0.186797,0.0107454,0.0814933,0.0435784,0.0546009,0.339612,0.339363,1.1397,1.13968,,,,,,,
10,final_eval,2,1,False,False,0.13614,0.129674,0.00646681,0.141196,0.14884,0.0118795,0.0117883,0.129667,0.136133,True,0.096776525,0.101401,0.0690116,0.150534,0.042163,0.0842042,0.0846054,0.121205,0.121088,0.341465,0.341443,1.13967,1.13966,,,,,,,
11,final_eval,3,0,False,False,0.130361,0.136943,-0.00658274,0.1444,0.152235,0.00820626,0.00806222,0.130353,0.136936,False,0.09145737500000001,0.177599,0.0626015,0.096708,0.0976909,0.0551287,0.112824,0.0751182,0.0539887,0.339955,0.339886,1.13968,1.13966,,,,,,,
