cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127543,0.134611,-0.007068,0.143397,0.152076,0.00788511,0.00770796,0.127536,0.134603,False,0.0905694125,0.0587728,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21433,1.21424,,,,,,,
1,initial_eval,1,1,False,False,0.135686,0.128408,0.007278,0.150274,0.159827,0.0284345,0.0282743,0.128401,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.3508e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20386,1.20372,,,,,,,
2,initial_eval,2,1,False,False,0.137389,0.130804,0.00658479,0.142621,0.150384,0.0118544,0.0117627,0.130797,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19345,1.19326,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818712,0.00803675,0.131504,0.13821,False,0.09145944999999998,0.177598,0.0626052,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18312,1.18288,,,,,,,
4,train,0,0,True,True,0.128787,0.135701,-0.00691319,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.878485,0.927907,1.15331e-06,-0.00653552,0.000377671,0.165335,3.63608e-06,0.165335,5.52561e-07
5,train,1,1,True,True,0.136056,0.128978,0.00707808,0.150866,0.159824,0.0285599,0.0281923,0.12897,0.136048,True,0.071197075,0.062923,0.129432,-2.0758e-26,0.186798,0.0107464,0.0814954,0.0435792,0.0546026,0.339538,0.339442,0.878241,0.928288,1.31672e-06,0.00783171,0.000753632,0.111415,3.42798e-06,0.111415,5.52542e-07
6,train,2,1,True,True,0.137041,0.130375,0.00666601,0.142665,0.150383,0.011865,0.0117617,0.130368,0.137033,True,0.09677764999999999,0.101402,0.0690132,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,0.341473,0.341459,0.880091,0.925644,1.38508e-06,0.00668604,2.00259e-05,2.37256e-07,3.43273e-06,3.43273e-06,5.52559e-07
7,train,3,0,True,True,0.131794,0.138527,-0.00673301,0.145757,0.153938,0.00817881,0.00803345,0.131787,0.13852,False,0.091458475,0.177599,0.0626033,0.0967092,0.0976924,0.0551296,0.112825,0.0751191,0.0539902,0.339984,0.339884,0.880805,0.924695,1.40616e-07,-0.0066075,0.000125507,0.0604677,3.62605e-06,0.0604677,5.52559e-07
8,train,0,0,True,True,0.128981,0.135437,-0.00645669,0.145289,0.152268,0.00777937,0.00778103,0.128974,0.13543,False,0.09056708749999999,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691836,0.11159,0.0941539,0.339315,0.339352,0.879687,0.926158,1.49542e-06,-0.00544368,0.00101301,0.164646,3.63059e-06,0.164646,5.52557e-07
9,train,1,1,True,True,0.136615,0.129178,0.00743793,0.151996,0.161584,0.0285972,0.028119,0.12917,0.136608,True,0.07119579999999999,0.0629215,0.12943,-2.07552e-26,0.186797,0.0107454,0.0814932,0.0435784,0.0546009,0.339416,0.339345,0.877575,0.929298,3.63577e-06,0.00866855,0.00123062,0.111155,3.42441e-06,0.111155,5.52557e-07
