cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_0500ps,other_out_0500ps,margin_0500ps,correct_0500ps,target_out_0750ps,other_out_0750ps,margin_0750ps,correct_0750ps,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1250ps,other_out_1250ps,margin_1250ps,correct_1250ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_1750ps,other_out_1750ps,margin_1750ps,correct_1750ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4050ps,other_out_4050ps,margin_4050ps,correct_4050ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,target_out_5500ps,other_out_5500ps,margin_5500ps,correct_5500ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
88,train,4,0,True,True,5.9523e-25,3.69258e-25,2.25972e-25,2.06881e-31,2.66252e-31,0.0155403,0.0404944,0.0837702,0.0600353,True,2.2422478750000004e-25,5.9523e-25,3.69258e-25,2.25972e-25,True,0.0690936,0.0393328,0.0297608,True,0.0836716,0.0570272,0.0266444,True,0.0837798,0.0585966,0.0251832,True,0.0837809,0.0591874,0.0245934,True,0.0837798,0.0594975,0.0242823,True,0.0837788,0.0596885,0.0240903,True,0.0837767,0.0599113,0.0238654,True,0.0837748,0.0600271,0.0237477,True,0.0837725,0.0600369,0.0237355,True,0.0837702,0.0600353,0.0237349,True,0.0837683,0.0600339,0.0237343,True,0.0837662,0.0600324,0.0237337,True,0.0837641,0.0600309,0.0237332,True,1.90673e-25,3.70192e-25,1.84809e-25,2.92245e-25,5.57563e-26,2.46147e-25,2.45892e-25,2.08084e-25,0.333854,0.278406,4.82237e-07,1.2
89,train,5,0,True,True,5.31231e-25,3.65926e-25,1.65305e-25,6.37739e-32,2.65222e-31,0.0205914,0.0372359,0.0898596,0.0595431,True,2.985539e-25,5.31231e-25,3.65926e-25,1.65305e-25,True,0.0685366,0.0387148,0.0298218,True,0.0888896,0.0565318,0.0323578,True,0.0895462,0.0581035,0.0314427,True,0.0897196,0.0586948,0.0310247,True,0.0897897,0.0590051,0.0307846,True,0.0898241,0.0591961,0.030628,True,0.0898538,0.0594191,0.0304347,True,0.0898637,0.0595349,0.0303288,True,0.0898621,0.0595448,0.0303173,True,0.0898596,0.0595431,0.0303165,True,0.0898576,0.0595418,0.0303158,True,0.0898553,0.0595403,0.030315,True,0.0898531,0.0595388,0.0303143,True,4.01086e-25,1.28178e-25,5.17297e-25,9.55462e-26,2.08579e-25,2.62739e-25,4.21039e-25,3.53967e-25,0.333958,0.306665,4.82221e-07,1.2
90,train,6,1,True,True,3.62662e-25,5.7564e-25,-2.12979e-25,1.50649e-31,2.64076e-31,0.000542564,0.0776465,0.0573134,0.0922841,False,2.589755e-25,3.62662e-25,5.7564e-25,-2.12979e-25,False,0.0400987,0.0573229,-0.0172242,False,0.0863511,0.0573222,0.0290289,True,0.0895717,0.0573215,0.0322503,True,0.0906993,0.0573207,0.0333786,True,0.0912735,0.05732,0.0339534,True,0.0916211,0.0573193,0.0343018,True,0.0920212,0.0573179,0.0347033,True,0.0922266,0.0573166,0.03491,True,0.0922867,0.057315,0.0349717,True,0.0922841,0.0573134,0.0349707,True,0.0922821,0.0573121,0.03497,True,0.0922798,0.0573107,0.0349691,True,0.0922774,0.0573092,0.0349682,True,3.58783e-25,2.62795e-25,3.13812e-25,1.01326e-25,1.0477e-25,2.40714e-25,3.11455e-25,3.78149e-25,1.11964,0.00786351,1.2,4.82215e-07
91,train,7,1,True,True,5.93287e-25,3.45981e-25,2.47306e-25,4.19959e-33,5.34953e-31,0.000583547,0.077314,0.0570364,0.0918569,True,1.9551674999999998e-24,5.93287e-25,3.45981e-25,2.47306e-25,True,0.0395084,0.0570458,-0.0175374,False,0.0859069,0.0570451,0.0288618,True,0.089139,0.0570444,0.0320946,True,0.0902691,0.0570437,0.0332254,True,0.0908443,0.0570429,0.0338013,True,0.0911925,0.0570422,0.0341503,True,0.0915931,0.0570408,0.0345523,True,0.0917988,0.0570395,0.0347593,True,0.0918594,0.0570379,0.0348215,True,0.0918569,0.0570364,0.0348205,True,0.0918548,0.0570351,0.0348197,True,0.0918525,0.0570336,0.0348188,True,0.0918502,0.0570322,0.034818,True,2.11273e-24,2.00699e-24,1.54345e-24,2.32537e-24,1.81443e-24,1.71865e-24,2.11273e-24,2.00699e-24,1.12304,0.00792934,1.2,4.82216e-07
92,train,8,1,True,True,6.93228e-25,4.00506e-25,2.92722e-25,1.92731e-33,1.99211e-31,0.0020985,0.0346668,0.074389,0.0580792,True,2.3237775e-24,6.93228e-25,4.00506e-25,2.92722e-25,True,0.0374397,0.0666203,-0.0291806,False,0.0550737,0.0744004,-0.0193267,False,0.0566414,0.0743995,-0.0177581,False,0.0572317,0.0743985,-0.0171668,False,0.0575416,0.0743976,-0.016856,False,0.0577325,0.0743967,-0.0166641,False,0.0579553,0.0743948,-0.0164395,False,0.0580711,0.0743931,-0.0163221,False,0.0580808,0.0743911,-0.0163103,False,0.0580792,0.074389,-0.0163098,False,0.0580779,0.0743873,-0.0163094,False,0.0580764,0.0743855,-0.016309,False,0.058075,0.0743836,-0.0163086,False,2.50744e-24,2.3875e-24,1.84133e-24,2.74112e-24,2.16575e-24,2.05214e-24,2.50744e-24,2.3875e-24,0.339303,0.322696,4.8227e-07,1.2
93,train,9,1,True,True,3.53449e-25,4.63579e-25,-1.10131e-25,4.7965e-32,2.92826e-31,0.000676868,0.0768246,0.0548045,0.0911844,False,4.21388375e-25,3.53449e-25,4.63579e-25,-1.10131e-25,False,0.0379378,0.0548136,-0.0168758,False,0.0851849,0.0548129,0.030372,True,0.0884506,0.0548122,0.0336384,True,0.0895889,0.0548115,0.0347774,True,0.0901675,0.0548108,0.0353566,True,0.0905175,0.0548101,0.0357073,True,0.0909198,0.0548088,0.036111,True,0.0911262,0.0548075,0.0363187,True,0.0911869,0.054806,0.0363809,True,0.0911844,0.0548045,0.0363799,True,0.0911823,0.0548033,0.0363791,True,0.0911801,0.0548019,0.0363782,True,0.0911778,0.0548005,0.0363772,True,4.9305e-25,5.15686e-25,5.0336e-25,1.71335e-25,2.85554e-25,2.70314e-25,5.95218e-25,5.3659e-25,1.13125,0.00802845,1.2,4.82218e-07
94,train,10,1,True,True,5.8543e-25,3.24339e-25,2.61091e-25,5.17557e-33,5.2975e-31,0.000719062,0.0765153,0.0548346,0.0907811,True,1.9446825000000003e-24,5.8543e-25,3.24339e-25,2.61091e-25,True,0.038207,0.0548437,-0.0166366,False,0.0847764,0.054843,0.0299335,True,0.0880434,0.0548423,0.0332011,True,0.0891831,0.0548416,0.0343415,True,0.0897624,0.0548409,0.0349215,True,0.0901128,0.0548402,0.0352726,True,0.0905156,0.0548388,0.0356768,True,0.0907223,0.0548376,0.0358847,True,0.0907836,0.0548361,0.0359475,True,0.0907811,0.0548346,0.0359465,True,0.090779,0.0548333,0.0359457,True,0.0907767,0.054832,0.0359448,True,0.0907744,0.0548306,0.0359439,True,2.10247e-24,1.99554e-24,1.53523e-24,2.31255e-24,1.80521e-24,1.70846e-24,2.10247e-24,1.99553e-24,1.13468,0.00809253,1.2,4.82219e-07
95,train,11,1,True,True,5.82598e-25,3.31146e-25,2.51452e-25,5.47758e-33,5.27875e-31,0.000760996,0.0762261,0.054387,0.0903966,True,1.9408637499999998e-24,5.82598e-25,3.31146e-25,2.51452e-25,True,0.0378628,0.054396,-0.0165333,False,0.084373,0.0543954,0.0299776,True,0.0876523,0.0543947,0.0332576,True,0.0887952,0.054394,0.0344012,True,0.0893757,0.0543933,0.0349824,True,0.0897268,0.0543926,0.0353342,True,0.0901303,0.0543913,0.035739,True,0.0903372,0.05439,0.0359472,True,0.0903991,0.0543885,0.0360105,True,0.0903966,0.054387,0.0360096,True,0.0903946,0.0543858,0.0360087,True,0.0903923,0.0543844,0.0360078,True,0.09039,0.0543831,0.0360069,True,2.09867e-24,1.99138e-24,1.53229e-24,2.30783e-24,1.80187e-24,1.70481e-24,2.09868e-24,1.99138e-24,1.1376,0.00815348,1.2,4.82219e-07
96,train,0,0,True,True,3.33067e-25,5.7964e-25,-2.46573e-25,5.78492e-33,5.26028e-31,0.0294181,0.0410721,0.0850063,0.0562535,False,1.9353249999999997e-24,3.33067e-25,5.7964e-25,-2.46573e-25,False,0.0652997,0.0362166,0.0290831,True,0.0834393,0.0532627,0.0301767,True,0.0843081,0.0548197,0.0294883,True,0.0846091,0.0554077,0.0292014,True,0.0847605,0.0557167,0.0290438,True,0.0848512,0.0559071,0.0289441,True,0.0849541,0.0561295,0.0288247,True,0.0850062,0.0562451,0.0287611,True,0.0850087,0.0562551,0.0287536,True,0.0850063,0.0562535,0.0287528,True,0.0850044,0.0562522,0.0287522,True,0.0850023,0.0562508,0.0287514,True,0.0850001,0.0562494,0.0287507,True,2.09289e-24,1.98545e-24,1.52828e-24,2.30071e-24,1.79706e-24,1.69986e-24,2.0929e-24,1.98545e-24,0.331042,0.272784,4.82233e-07,1.2
97,train,1,0,True,True,5.41374e-25,3.41414e-25,1.9996e-25,1.79726e-31,2.56995e-31,0.025114,0.0411162,0.0819992,0.0557777,True,1.577650125e-25,5.41374e-25,3.41414e-25,1.9996e-25,True,0.0643407,0.0354336,0.0289071,True,0.0811803,0.0527795,0.0284008,True,0.0817091,0.0543418,0.0273673,True,0.08186,0.0549309,0.0269291,True,0.0819249,0.0552403,0.0266846,True,0.0819587,0.055431,0.0265277,True,0.0819904,0.0556535,0.0263369,True,0.0820026,0.0557692,0.0262334,True,0.0820015,0.0557792,0.0262222,True,0.0819992,0.0557777,0.0262215,True,0.0819973,0.0557764,0.0262209,True,0.0819953,0.055775,0.0262203,True,0.0819932,0.0557736,0.0262196,True,8.0384e-26,4.68763e-25,5.82884e-73,4.13262e-25,6.85393e-73,1.32769e-25,8.01649e-26,8.67772e-26,0.332154,0.272363,4.82242e-07,1.2
98,train,2,0,True,True,5.17298e-25,3.37253e-25,1.80045e-25,1.8196e-31,2.92308e-31,-2.27323e-05,0.0394723,0.0648923,0.0553042,True,3.1328591250000003e-25,5.17298e-25,3.37253e-25,1.80045e-25,True,0.0628156,0.0354156,0.0274001,True,0.0649022,0.0523177,0.0125845,True,0.0649014,0.0538716,0.0110298,True,0.0649006,0.0544589,0.0104417,True,0.0648998,0.0547676,0.0101322,True,0.064899,0.0549579,0.00994108,True,0.0648973,0.0551801,0.0097172,True,0.0648959,0.0552957,0.00960016,True,0.0648941,0.0553057,0.00958835,True,0.0648923,0.0553042,0.00958808,True,0.0648908,0.055303,0.00958786,True,0.0648892,0.0553016,0.00958762,True,0.0648876,0.0553002,0.00958738,True,3.70234e-25,5.00048e-25,-8.76502e-117,1.08286e-24,-8.39373e-122,3.0255e-25,1.84131e-25,6.64643e-26,0.353578,0.289264,4.82323e-07,1.2
99,train,3,0,True,True,3.98928e-25,3.34135e-25,6.47933e-26,2.27594e-34,2.80418e-31,0.0325126,0.0357857,0.0865599,0.0548325,True,7.729855000000001e-25,3.98928e-25,3.34135e-25,6.47933e-26,True,0.0638348,0.034948,0.0288868,True,0.0847508,0.0518462,0.0329045,True,0.0858061,0.0534,0.0324061,True,0.0861483,0.0539872,0.0321611,True,0.0863124,0.0542959,0.0320165,True,0.0864071,0.0544862,0.0319209,True,0.0865103,0.0547084,0.0318018,True,0.0865601,0.054824,0.0317361,True,0.0865623,0.0548341,0.0317282,True,0.0865599,0.0548325,0.0317274,True,0.086558,0.0548313,0.0317267,True,0.0865558,0.0548299,0.0317259,True,0.0865536,0.0548286,0.0317251,True,1.27946e-24,6.12921e-25,7.02545e-25,8.20419e-25,4.54242e-25,7.38311e-25,7.21256e-25,8.5473e-25,0.327303,0.316602,4.82229e-07,1.2
100,train,4,0,True,True,5.51351e-25,3.31407e-25,2.19945e-25,2.3291e-31,2.54082e-31,0.0114703,0.0356443,0.0783043,0.0543633,True,2.075294875e-25,5.51351e-25,3.31407e-25,2.19945e-25,True,0.06451,0.0354414,0.0290685,True,0.078151,0.0514034,0.0267476,True,0.0783048,0.0529384,0.0253664,True,0.0783143,0.0535214,0.0247929,True,0.0783133,0.0538284,0.0244849,True,0.0783124,0.054018,0.0242944,True,0.0783104,0.0542395,0.0240709,True,0.0783086,0.0543548,0.0239538,True,0.0783065,0.0543648,0.0239416,True,0.0783043,0.0543633,0.023941,True,0.0783025,0.0543621,0.0239404,True,0.0783006,0.0543608,0.0239398,True,0.0782986,0.0543594,0.0239392,True,1.75891e-25,3.48589e-25,1.6681e-25,2.65968e-25,4.68889e-26,2.24686e-25,2.429e-25,1.88503e-25,0.336536,0.317486,4.82255e-07,1.2
101,train,5,0,True,True,4.91149e-25,3.27979e-25,1.6317e-25,8.37605e-32,2.53135e-31,0.0281986,0.0355044,0.084747,0.0538953,True,2.779879875e-25,4.91149e-25,3.27979e-25,1.6317e-25,True,0.0629553,0.0341679,0.0287875,True,0.0833805,0.0509132,0.0324673,True,0.0842331,0.0524639,0.0317692,True,0.084485,0.0530505,0.0314346,True,0.0845979,0.0533589,0.0312391,True,0.0846595,0.053549,0.0311104,True,0.0847218,0.0537712,0.0309507,True,0.0847492,0.0538867,0.0308625,True,0.0847494,0.0538968,0.0308526,True,0.084747,0.0538953,0.0308518,True,0.0847451,0.0538941,0.0308511,True,0.084743,0.0538927,0.0308503,True,0.0847409,0.0538914,0.0308495,True,3.80066e-25,1.03703e-25,4.8808e-25,7.43999e-26,1.94488e-25,2.4887e-25,4.03459e-25,3.30838e-25,0.331727,0.318347,4.82234e-07,1.2
102,train,6,1,True,True,3.25244e-25,5.38475e-25,-2.1323e-25,2.04402e-31,2.52144e-31,0.00105544,0.0743998,0.0528624,0.0879252,False,2.386505125e-25,3.25244e-25,5.38475e-25,-2.1323e-25,False,0.0349052,0.0528711,-0.0179659,False,0.0816946,0.0528704,0.0288241,True,0.0851122,0.0528698,0.0322424,True,0.0862899,0.0528691,0.0334207,True,0.0868843,0.0528685,0.0340158,True,0.0872423,0.0528678,0.0343745,True,0.0876523,0.0528665,0.0347859,True,0.087862,0.0528653,0.0349968,True,0.0879276,0.0528638,0.0350638,True,0.0879252,0.0528624,0.0350628,True,0.0879232,0.0528612,0.035062,True,0.087921,0.0528598,0.0350612,True,0.0879188,0.0528585,0.0350603,True,3.37201e-25,2.37262e-25,2.86765e-25,8.41235e-26,8.95486e-26,2.27423e-25,2.91984e-25,3.54897e-25,1.15806,0.00856319,1.2,4.82225e-07
103,train,7,1,True,True,5.61608e-25,3.1149e-25,2.50119e-25,7.96803e-33,5.13974e-31,0.00110684,0.0740889,0.051404,0.0875307,True,1.91002e-24,5.61608e-25,3.1149e-25,2.50119e-25,True,0.0345433,0.0514125,-0.0168692,False,0.081238,0.0514119,0.0298261,True,0.0846979,0.0514112,0.0332867,True,0.0858861,0.0514106,0.0344756,True,0.0864847,0.0514099,0.0350748,True,0.0868448,0.0514093,0.0354355,True,0.0872567,0.051408,0.0358487,True,0.0874671,0.0514068,0.0360603,True,0.0875331,0.0514054,0.0361277,True,0.0875307,0.051404,0.0361267,True,0.0875287,0.0514028,0.0361259,True,0.0875265,0.0514015,0.036125,True,0.0875243,0.0514002,0.0361241,True,2.06778e-24,1.95808e-24,1.50834e-24,2.26987e-24,1.77462e-24,1.67561e-24,2.06778e-24,1.95808e-24,1.16085,0.00863757,1.2,4.82226e-07
104,train,8,1,True,True,5.58781e-25,3.11132e-25,2.47648e-25,8.32002e-33,5.12101e-31,0.00251692,0.0357893,0.0697773,0.0525041,True,1.9044525e-24,5.58781e-25,3.11132e-25,2.47648e-25,True,0.0326163,0.0609175,-0.0283012,False,0.0495179,0.069788,-0.0202701,False,0.0510716,0.0697871,-0.0187155,False,0.0516587,0.0697862,-0.0181275,False,0.0519674,0.0697854,-0.017818,False,0.0521576,0.0697845,-0.0176268,False,0.0523799,0.0697827,-0.0174029,False,0.0524954,0.0697812,-0.0172857,False,0.0525056,0.0697792,-0.0172737,False,0.0525041,0.0697773,-0.0172732,False,0.0525029,0.0697757,-0.0172728,False,0.0525016,0.069774,-0.0172724,False,0.0525003,0.0697722,-0.0172719,False,2.06195e-24,1.95213e-24,1.5043e-24,2.26276e-24,1.76977e-24,1.67063e-24,2.06196e-24,1.95212e-24,0.33817,0.317017,4.82293e-07,1.2
105,train,9,1,True,True,3.16905e-25,4.33143e-25,-1.16238e-25,1.93125e-32,2.54103e-31,0.00296112,0.0494188,0.0489736,0.0868581,False,3.97060125e-25,3.16905e-25,4.33143e-25,-1.16238e-25,False,0.0328894,0.0489817,-0.0160923,False,0.0805164,0.0489811,0.0315353,True,0.0840053,0.0489804,0.0350248,True,0.0852031,0.0489798,0.0362232,True,0.0858053,0.0489792,0.0368261,True,0.0861671,0.0489786,0.0371885,True,0.0865803,0.0489774,0.037603,True,0.0867912,0.0489763,0.0378149,True,0.0868605,0.0489749,0.0378855,True,0.0868581,0.0489736,0.0378845,True,0.0868561,0.0489725,0.0378836,True,0.0868539,0.0489712,0.0378827,True,0.0868518,0.04897,0.0378817,True,4.79992e-25,4.66644e-25,4.85458e-25,1.47336e-25,2.67186e-25,2.56792e-25,5.55039e-25,5.18034e-25,1.16527,0.152168,1.2,4.82228e-07
106,train,10,1,True,True,5.53828e-25,3.00506e-25,2.53321e-25,2.18214e-32,3.48691e-31,0.00125997,0.0732521,0.0485929,0.0864681,True,1.8973525e-24,5.53828e-25,3.00506e-25,2.53321e-25,True,0.032487,0.0486009,-0.0161139,False,0.0800897,0.0486003,0.0314893,True,0.0836051,0.0485997,0.0350054,True,0.0848107,0.0485991,0.0362116,True,0.085416,0.0485985,0.0368175,True,0.0857791,0.0485979,0.0371813,True,0.0861935,0.0485967,0.0375969,True,0.0864047,0.0485956,0.0378092,True,0.0864705,0.0485942,0.0378763,True,0.0864681,0.0485929,0.0378752,True,0.0864662,0.0485918,0.0378744,True,0.086464,0.0485906,0.0378734,True,0.0864618,0.0485893,0.0378725,True,2.05501e-24,1.94439e-24,1.49869e-24,2.25415e-24,1.76351e-24,1.66369e-24,2.05501e-24,1.94437e-24,1.16796,0.00884519,1.2,4.82229e-07
107,train,11,1,True,True,5.51105e-25,3.01833e-25,2.49272e-25,2.22973e-32,3.48292e-31,0.00309558,0.0492955,0.0517682,0.0860975,True,1.8933825e-24,5.51105e-25,3.01833e-25,2.49272e-25,True,0.033515,0.0517767,-0.0182617,False,0.0797409,0.0517761,0.0279648,True,0.083232,0.0517754,0.0314566,True,0.0844367,0.0517748,0.0326619,True,0.0850422,0.0517741,0.0332681,True,0.0854056,0.0517735,0.0336321,True,0.0858202,0.0517722,0.034048,True,0.0860315,0.051771,0.0342605,True,0.0860999,0.0517696,0.0343303,True,0.0860975,0.0517682,0.0343294,True,0.0860956,0.051767,0.0343286,True,0.0860934,0.0517657,0.0343278,True,0.0860913,0.0517644,0.0343269,True,2.05103e-24,1.94011e-24,1.49562e-24,2.24924e-24,1.76001e-24,1.65991e-24,2.05104e-24,1.9401e-24,1.16971,0.154374,1.2,4.8223e-07
108,final_eval,0,0,False,False,3.36907e-25,6.43384e-25,-3.06477e-25,4.21274e-33,1.90314e-31,0.0255086,0.0345851,0.0790747,0.0507192,False,2.2518575000000002e-24,3.36907e-25,6.43384e-25,-3.06477e-25,False,0.0600581,0.0316475,0.0284106,True,0.0775491,0.0477553,0.0297938,True,0.0783973,0.049293,0.0291042,True,0.0786901,0.0498766,0.0288135,True,0.078837,0.0501838,0.0286531,True,0.0789248,0.0503735,0.0285513,True,0.0790243,0.0505951,0.0284292,True,0.0790744,0.0507104,0.028364,True,0.0790769,0.0507206,0.0283563,True,0.0790747,0.0507192,0.0283555,True,0.0790729,0.0507181,0.0283549,True,0.0790709,0.0507168,0.0283542,True,0.079069,0.0507155,0.0283534,True,2.43697e-24,2.31e-24,1.78198e-24,2.65687e-24,2.10087e-24,1.9812e-24,2.43698e-24,2.30999e-24,0.333486,0.323647,1.1966,1.15049
109,final_eval,1,0,False,False,5.00268e-25,3.06594e-25,1.93674e-25,1.82686e-31,2.46326e-31,0.0285316,0.0413305,0.0769085,0.0507179,True,1.4423079999999998e-25,5.00268e-25,3.06594e-25,1.93674e-25,True,0.0592545,0.0310871,0.0281674,True,0.075994,0.0477387,0.0282553,True,0.0765686,0.0492874,0.0272813,True,0.076738,0.0498734,0.0268646,True,0.0768133,0.0501816,0.0266317,True,0.0768539,0.0503716,0.0264823,True,0.0768941,0.0505937,0.0263005,True,0.0769112,0.0507092,0.026202,True,0.0769106,0.0507193,0.0261912,True,0.0769085,0.0507179,0.0261905,True,0.0769067,0.0507168,0.0261899,True,0.0769048,0.0507155,0.0261893,True,0.0769029,0.0507143,0.0261886,True,6.85776e-26,4.50511e-25,-1.10006e-48,3.82888e-25,-1.29692e-48,1.11546e-25,6.93439e-26,7.09799e-26,0.331705,0.270612,1.18669,1.14129
110,final_eval,2,0,False,False,4.83598e-25,3.06079e-25,1.77519e-25,2.04026e-31,2.9316e-31,0.00574255,0.0453668,0.0617605,0.0507172,True,2.977475125e-25,4.83598e-25,3.06079e-25,1.77519e-25,True,0.0589276,0.0316298,0.0272978,True,0.0617699,0.0477529,0.014017,True,0.0617691,0.0492909,0.0124782,True,0.0617684,0.0498746,0.0118938,True,0.0617676,0.0501818,0.0115857,True,0.0617668,0.0503715,0.0113953,True,0.0617653,0.0505931,0.0111722,True,0.0617639,0.0507085,0.0110554,True,0.0617622,0.0507186,0.0110435,True,0.0617605,0.0507172,0.0110432,True,0.0617591,0.0507161,0.011043,True,0.0617575,0.0507148,0.0110427,True,0.061756,0.0507135,0.0110424,True,3.39438e-25,4.85984e-25,6.79098e-73,1.0608e-24,8.00623e-73,2.72654e-25,1.73948e-25,4.91561e-26,0.353468,0.219826,1.17695,1.13988
111,final_eval,3,0,False,False,3.79287e-25,3.06119e-25,7.31679e-26,4.13424e-32,3.20898e-31,0.0348987,0.0345842,0.0823906,0.0507162,True,7.293485e-25,3.79287e-25,3.06119e-25,7.31679e-26,True,0.0599247,0.0315611,0.0283635,True,0.0804679,0.04775,0.032718,True,0.0815729,0.0492894,0.0322835,True,0.0819378,0.0498733,0.0320645,True,0.0821153,0.0501807,0.0319346,True,0.082219,0.0503704,0.0318487,True,0.0823337,0.0505921,0.0317416,True,0.08239,0.0507074,0.0316825,True,0.0823929,0.0507176,0.0316753,True,0.0823906,0.0507162,0.0316744,True,0.0823888,0.0507151,0.0316737,True,0.0823867,0.0507138,0.0316729,True,0.0823847,0.0507125,0.0316721,True,1.25338e-24,5.62662e-25,6.53059e-25,7.71444e-25,4.10314e-25,6.98795e-25,6.78954e-25,8.0618e-25,0.318737,0.323652,1.1671,1.13988
112,final_eval,4,0,False,False,5.22581e-25,3.06071e-25,2.1651e-25,2.48579e-31,2.46388e-31,0.0135802,0.0345839,0.0750066,0.0507156,True,1.949659625e-25,5.22581e-25,3.06071e-25,2.1651e-25,True,0.0610515,0.032354,0.0286974,True,0.0747775,0.0477724,0.0270051,True,0.0749865,0.0492955,0.025691,True,0.0750132,0.0498757,0.0251375,True,0.0750153,0.0501817,0.0248336,True,0.0750144,0.0503707,0.0246437,True,0.0750125,0.0505918,0.0244207,True,0.0750108,0.0507069,0.0243039,True,0.0750087,0.050717,0.0242917,True,0.0750066,0.0507156,0.024291,True,0.0750049,0.0507145,0.0242904,True,0.0750031,0.0507132,0.0242898,True,0.0750012,0.050712,0.0242892,True,1.64002e-25,3.32059e-25,1.53593e-25,2.47116e-25,4.03627e-26,2.09092e-25,2.39659e-25,1.73844e-25,0.336533,0.323654,1.15745,1.13988
113,final_eval,5,0,False,False,4.70234e-25,3.06067e-25,1.64167e-25,9.77896e-32,2.46386e-31,0.0330266,0.0345837,0.0820691,0.0507146,True,2.646564125e-25,4.70234e-25,3.06067e-25,1.64167e-25,True,0.0608749,0.0322167,0.0286582,True,0.0804127,0.0477673,0.0326454,True,0.0814002,0.0492933,0.0321069,True,0.0817106,0.0498741,0.0318365,True,0.0818565,0.0501804,0.0316761,True,0.0819393,0.0503695,0.0315699,True,0.082028,0.0505907,0.0314373,True,0.0820698,0.0507058,0.031364,True,0.0820714,0.050716,0.0313554,True,0.0820691,0.0507146,0.0313545,True,0.0820673,0.0507135,0.0313538,True,0.0820652,0.0507122,0.0313531,True,0.0820632,0.0507109,0.0313523,True,3.65493e-25,8.91138e-26,4.70027e-25,6.12825e-26,1.85078e-25,2.39152e-25,3.91694e-25,3.15411e-25,0.326152,0.323655,1.14777,1.13988
114,final_eval,6,1,False,False,3.0606e-25,5.20277e-25,-2.14217e-25,2.35522e-31,2.46385e-31,0.00136636,0.0726355,0.04984,0.0857075,False,2.2696727500000006e-25,3.0606e-25,5.20277e-25,-2.14217e-25,False,0.0328617,0.0498482,-0.0169865,False,0.0792479,0.0498476,0.0294002,True,0.0828078,0.049847,0.0329608,True,0.0840323,0.0498464,0.0341859,True,0.084646,0.0498457,0.0348002,True,0.0850133,0.0498451,0.0351682,True,0.0854314,0.0498439,0.0355875,True,0.085644,0.0498427,0.0358013,True,0.0857098,0.0498414,0.0358685,True,0.0857075,0.04984,0.0358675,True,0.0857055,0.0498389,0.0358667,True,0.0857034,0.0498376,0.0358658,True,0.0857012,0.0498364,0.0358649,True,3.23842e-25,2.2382e-25,2.72025e-25,7.43957e-26,8.08565e-26,2.19328e-25,2.80587e-25,3.40884e-25,1.17177,0.00900555,1.13993,1.13947
115,final_eval,7,1,False,False,5.4663e-25,3.00415e-25,2.46215e-25,9.83126e-33,5.03476e-31,0.00316399,0.0492382,0.0494554,0.0857082,True,1.88888625e-24,5.4663e-25,3.00415e-25,2.46215e-25,True,0.0326888,0.0494636,-0.0167748,False,0.0792378,0.049463,0.0297748,True,0.082804,0.0494623,0.0333416,True,0.0840297,0.0494617,0.034568,True,0.0846438,0.0494611,0.0351827,True,0.0850114,0.0494605,0.0355509,True,0.0854297,0.0494592,0.0359704,True,0.0856423,0.0494581,0.0361842,True,0.0857105,0.0494568,0.0362538,True,0.0857082,0.0494554,0.0362528,True,0.0857062,0.0494543,0.0362519,True,0.0857041,0.049453,0.036251,True,0.0857019,0.0494518,0.0362501,True,2.04521e-24,1.93653e-24,1.49083e-24,2.24527e-24,1.75471e-24,1.65679e-24,2.04522e-24,1.93653e-24,1.17179,0.155379,1.13992,1.1398
116,final_eval,8,1,False,False,5.46479e-25,2.9787e-25,2.48609e-25,2.27711e-32,3.47353e-31,0.00360566,0.035153,0.068719,0.0507117,True,1.88694625e-24,5.46479e-25,2.9787e-25,2.48609e-25,True,0.032309,0.0606612,-0.0283522,False,0.0477672,0.0687295,-0.0209623,False,0.0492912,0.0687286,-0.0194374,False,0.0498716,0.0687278,-0.0188562,False,0.0501777,0.0687269,-0.0185493,False,0.0503667,0.0687261,-0.0183594,False,0.0505878,0.0687243,-0.0181365,False,0.0507029,0.0687228,-0.0180198,False,0.0507131,0.0687209,-0.0180078,False,0.0507117,0.068719,-0.0180073,False,0.0507106,0.0687174,-0.0180069,False,0.0507093,0.0687157,-0.0180064,False,0.050708,0.068714,-0.018006,False,2.04301e-24,1.93453e-24,1.48964e-24,2.24255e-24,1.75308e-24,1.65523e-24,2.04301e-24,1.93452e-24,0.338058,0.320845,1.13966,1.13993
