cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
73,train,1,1,True,True,0.289924,0.258073,0.0318512,0.213392,0.285423,0.0238369,0.0503521,0.258058,0.289908,True,0.062473156249999995,0.0512937,0.119162,-1.26837e-26,0.183566,0.00367245,0.0627859,0.039703,0.0396022,0.33002,0.134259,1.34786e-75,0.0225367
74,train,2,1,True,True,0.287105,0.267167,0.0199384,0.186696,0.220788,0.0115355,0.00754982,0.267152,0.287089,True,0.08766650000000001,0.0934895,0.0552365,0.139741,0.0289674,0.0786466,0.078072,0.114131,0.113048,0.336713,0.335882,0.00270016,0.00285398
75,train,3,0,True,True,0.274381,0.273595,0.000785607,0.238181,0.194309,0.00618249,0.0122233,0.274366,0.27358,True,0.0846498125,0.190057,0.047429,0.0859924,0.0874803,0.0467013,0.110557,0.0682918,0.0406897,0.333709,0.335251,0.00269794,0.00278398
76,train,0,0,True,True,0.275572,0.269816,0.00575552,0.235977,0.186289,0.00884299,0.0100357,0.275556,0.269801,True,0.0827661125,0.0465635,0.18957,0.0371166,0.0816384,0.0416779,0.0550184,0.130708,0.0798361,0.333216,0.33591,0.00271103,0.00280254
77,train,1,1,True,True,0.284144,0.25256,0.0315844,0.208044,0.280388,0.0250581,0.0545909,0.252546,0.284129,True,0.06195807375,0.0505514,0.118541,-1.24271e-26,0.18343,0.00324639,0.0616569,0.039567,0.0386719,0.329748,0.0513714,-3.53062e-79,0.0284912
78,train,2,1,True,True,0.27753,0.257356,0.0201742,0.182408,0.216029,0.0116084,0.00762635,0.257342,0.277515,True,0.08703941250000001,0.0928654,0.0543784,0.138998,0.0281987,0.0782669,0.0776839,0.113568,0.112356,0.336709,0.335853,0.00262053,0.00276784
79,train,3,0,True,True,0.268497,0.268809,-0.000312136,0.233217,0.188512,0.0066192,0.012627,0.268482,0.268794,False,0.0841854625,0.190412,0.0465849,0.0852285,0.0868855,0.0461749,0.11047,0.0678572,0.0398707,0.333593,0.335203,0.00263726,0.00273527
80,train,0,0,True,True,0.269562,0.263944,0.0056178,0.231136,0.1809,0.00948271,0.010357,0.269547,0.26393,True,0.08225803749999999,0.0458085,0.189086,0.0363906,0.080586,0.0414197,0.0542002,0.131649,0.0789243,0.333027,0.335903,0.00265873,0.0027509
81,train,1,1,True,True,0.278435,0.247118,0.031317,0.202773,0.275418,0.026388,0.0588298,0.247105,0.27842,True,0.061440635,0.0497988,0.117921,-1.21706e-26,0.183286,0.00281838,0.0605222,0.0394459,0.0377328,0.329468,0.0166251,9.25812e-83,0.0346131
82,train,2,1,True,True,0.274844,0.254623,0.0202208,0.178315,0.211384,0.0116863,0.00770259,0.254609,0.274828,True,0.08639814999999999,0.0922325,0.0535114,0.138235,0.0274285,0.0778758,0.077284,0.112985,0.111633,0.336706,0.33582,0.00261255,0.00275191
83,train,3,0,True,True,0.263305,0.261764,0.00154119,0.228343,0.182819,0.00707413,0.0130258,0.26329,0.261749,True,0.08371252500000001,0.190732,0.0457413,0.0844456,0.0862886,0.045642,0.110391,0.067416,0.0390437,0.333468,0.335151,0.0025965,0.00268124
84,train,0,0,True,True,0.263629,0.258121,0.00550735,0.226612,0.175618,0.0101693,0.0106858,0.263614,0.258107,True,0.08174015,0.0450427,0.188575,0.0356633,0.0795253,0.041174,0.0533777,0.132559,0.0780042,0.33279,0.335892,0.00260723,0.0027007
85,train,1,1,True,True,0.273157,0.24104,0.032117,0.197583,0.27051,0.0278623,0.0630789,0.241027,0.273142,True,0.06092024125,0.0490385,0.117301,-1.19141e-26,0.183126,0.00238903,0.0593819,0.0393407,0.0367848,0.329175,0.0128374,-7.93618e-86,0.0407847
86,train,2,1,True,True,0.270292,0.251203,0.0190887,0.174447,0.206853,0.0117659,0.00777933,0.25119,0.270277,True,0.0857431625,0.091591,0.0526359,0.137454,0.0266568,0.0774734,0.0768722,0.112383,0.110879,0.336702,0.335783,0.00256814,0.00269922
87,train,3,0,True,True,0.257876,0.255885,0.00199118,0.22356,0.177217,0.00755177,0.0134145,0.257862,0.255871,True,0.08323286249999999,0.191031,0.0448982,0.0836436,0.0856899,0.0451024,0.110321,0.0669681,0.0382087,0.333331,0.335097,0.00254671,0.0026344
88,train,0,0,True,True,0.258345,0.255335,0.00300991,0.222493,0.170443,0.0109303,0.0110213,0.258331,0.255321,True,0.0812126375,0.0442655,0.188038,0.0349347,0.0784563,0.0409417,0.0525505,0.133439,0.0770754,0.332482,0.335883,0.00254305,0.00262447
89,train,1,1,True,True,0.269677,0.240706,0.0289701,0.192474,0.265661,0.0294969,0.067211,0.240693,0.269662,True,0.06039759375,0.048272,0.116683,-1.16577e-26,0.18295,0.00195965,0.058236,0.0392527,0.0358274,0.328868,0.010774,4.19507e-87,0.0467847
90,train,2,1,True,True,0.263608,0.243747,0.0198606,0.170845,0.202433,0.0118432,0.00786253,0.243734,0.263593,True,0.08507395000000001,0.090941,0.0517518,0.136651,0.0258838,0.0770596,0.0764484,0.111762,0.110094,0.336693,0.335745,0.00251494,0.00264473
91,train,3,0,True,True,0.252105,0.248138,0.00396714,0.218874,0.171704,0.00805927,0.0137946,0.252091,0.248124,True,0.0827465875,0.191307,0.0440558,0.0828222,0.0850894,0.0445561,0.110263,0.0665135,0.0373657,0.333179,0.335043,0.00250101,0.00258685
92,train,0,0,True,True,0.252308,0.249011,0.00329706,0.218924,0.165373,0.0118207,0.0113645,0.252294,0.248997,True,0.080674525,0.0434766,0.187474,0.0342049,0.077379,0.0407172,0.0517188,0.134288,0.0761377,0.332057,0.335879,0.00249285,0.00257792
93,train,1,1,True,True,0.264051,0.235383,0.028668,0.187445,0.260869,0.0365353,0.0427403,0.23537,0.264036,True,0.05987290000000001,0.0474994,0.116066,-1.14013e-26,0.182758,0.0015314,0.0570846,0.0391832,0.0348606,0.3087,0.250321,0.0012322,0.00600563
94,train,2,1,True,True,0.258107,0.238437,0.0196693,0.167578,0.198113,0.0119147,0.00796235,0.238424,0.258092,True,0.08439231250000001,0.0902824,0.0508589,0.135826,0.0251093,0.0766339,0.076012,0.11112,0.109296,0.336673,0.335711,0.0024662,0.00259235
95,train,3,0,True,True,0.249539,0.252812,-0.00327308,0.214295,0.166341,0.00860902,0.0141679,0.249525,0.252798,False,0.082253975,0.191562,0.043214,0.0819813,0.0844873,0.0440028,0.110218,0.0660518,0.0365146,0.333007,0.334999,0.00246452,0.00256883
96,train,0,0,True,True,0.245808,0.239685,0.00612322,0.216149,0.160447,0.0129692,0.0117158,0.245794,0.239672,True,0.080124,0.0426752,0.186882,0.0334739,0.0762936,0.0404893,0.0508823,0.135105,0.0751907,0.331425,0.33588,0.00243122,0.00251524
97,train,1,1,True,True,0.258506,0.230135,0.0283709,0.182495,0.256129,0.037069,0.044774,0.230122,0.258492,True,0.05934676374999999,0.0467209,0.11545,-1.1145e-26,0.18255,0.00110771,0.0559278,0.0391336,0.0338841,0.305196,0.224296,0.00127541,0.00740701
98,train,2,1,True,True,0.253331,0.234527,0.0188039,0.164784,0.19389,0.0129946,0.00785843,0.234514,0.253317,True,0.083698975,0.0896152,0.0499572,0.134979,0.0243335,0.0761961,0.0755628,0.110458,0.10849,0.335868,0.334588,0.00241311,0.00254461
99,train,3,0,True,True,0.241451,0.239243,0.00220788,0.209846,0.161214,0.0092247,0.0145325,0.241438,0.23923,True,0.08175528750000001,0.191794,0.0423732,0.0811208,0.083884,0.043443,0.110188,0.0655833,0.035656,0.332803,0.334968,0.00238316,0.00247886
100,train,0,0,True,True,0.241182,0.235126,0.00605568,0.214638,0.155701,0.0146849,0.0120741,0.241168,0.235113,True,0.0795607625,0.0418592,0.18626,0.0327416,0.0752001,0.0402577,0.0500411,0.135892,0.0742344,0.330547,0.335887,0.00240984,0.00249476
101,train,1,1,True,True,0.253028,0.224913,0.0281155,0.177623,0.25144,0.0348128,0.0785717,0.2249,0.253014,True,0.058819271375,0.0459363,0.114837,-1.08888e-26,0.182325,0.000695471,0.0547654,0.0390975,0.0328975,0.317251,0.00768648,0.00028804,0.0423726
102,train,2,1,True,True,0.247826,0.229119,0.0187065,0.16277,0.189762,0.0131327,0.00815762,0.229107,0.247812,True,0.0829940375,0.0889396,0.0490467,0.134109,0.0235563,0.0757461,0.0751006,0.109776,0.107678,0.335751,0.334561,0.00236222,0.00249494
103,train,3,0,True,True,0.236568,0.235191,0.00137641,0.205584,0.156302,0.00996063,0.0148871,0.236555,0.235178,True,0.0812508875,0.192005,0.0415329,0.0802402,0.0832793,0.042876,0.110177,0.0651075,0.0347892,0.332546,0.33495,0.00234332,0.00241981
104,train,0,0,True,True,0.236028,0.229654,0.00637387,0.21549,0.151122,0.017745,0.0124392,0.236015,0.229641,True,0.0789846,0.0410294,0.185609,0.0320081,0.0740985,0.0400226,0.049195,0.136646,0.0732682,0.329298,0.335899,0.00236017,0.00244162
105,train,1,1,True,True,0.247764,0.219964,0.0278005,0.172835,0.2468,0.0382138,0.0493526,0.219952,0.247751,True,0.05829257962499999,0.0451458,0.114226,-1.05607e-26,0.182084,0.000312737,0.0535977,0.0390714,0.031903,0.296794,0.152556,0.00137802,0.0106798
106,train,2,1,True,True,0.241022,0.22094,0.0200821,0.162432,0.18573,0.0119972,0.00835706,0.220928,0.241009,True,0.0822796625,0.0882555,0.0481274,0.133237,0.0227779,0.0752835,0.074625,0.109073,0.106858,0.336331,0.335637,0.00230184,0.00243301
107,train,3,0,True,True,0.231304,0.228691,0.00261218,0.201686,0.15172,0.010979,0.0152313,0.231291,0.228679,True,0.080737925,0.192194,0.0406935,0.0793394,0.0826735,0.0423019,0.110162,0.0646244,0.0339147,0.332175,0.334943,0.00229835,0.00237874
