image_size,block_size,stride,blocks,shared_channels,private_channels,channels,local_features,train_samples,test_samples,lr_spice,equivalent_lr_torch_mse_tanh,update_noise_std,seed,epoch,test_accuracy,test_correct,trial_wall_time_s,weight_sharing,shared_weight_values,shared_bias_values,private_weight_values,private_bias_values,readout_values,output_bias_values,train_state_values,gradient_state_values,temporary_state_values,phase_state_values,expanded_weight_equivalent_values,multiply_terms_per_sample
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,10,0.845,845,3.5866220409999983,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,11,0.838,838,3.8284714159999993,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,12,0.86,860,4.125537332999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,13,0.858,858,4.3891197079999955,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,14,0.862,862,4.799880833000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,15,0.868,868,5.0746728750000045,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,16,0.858,858,5.385255458000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,17,0.861,861,5.732757375000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,18,0.858,858,5.9950165000000055,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,19,0.866,866,6.332728875000001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,20,0.852,852,6.694882415999999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,21,0.86,860,7.131716916000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,22,0.868,868,7.534844125000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,23,0.861,861,7.807766458000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,24,0.859,859,8.177442458000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,25,0.845,845,8.514953332999994,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,26,0.847,847,8.856753583,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,27,0.863,863,9.141781332999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,28,0.862,862,9.456880458,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,29,0.873,873,9.793630375000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,30,0.862,862,10.098536082999999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,31,0.855,855,10.412347916000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,32,0.865,865,10.714873208,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,33,0.858,858,11.012753290999996,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,34,0.861,861,11.468698333000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,35,0.865,865,11.760763749999995,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,36,0.866,866,12.146203208000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,37,0.856,856,12.489391957999999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,38,0.861,861,12.762097124999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,39,0.852,852,13.178367916,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,40,0.856,856,13.504520749999998,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,41,0.856,856,13.814520208000005,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,42,0.855,855,14.223667040999999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,43,0.867,867,14.602953291000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,44,0.857,857,14.990935375000007,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,45,0.859,859,15.445430165999994,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,46,0.854,854,15.803691416000007,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,47,0.852,852,16.078329499999995,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,48,0.861,861,16.398166500000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,49,0.856,856,16.696229083000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,50,0.86,860,17.000680165999995,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,51,0.866,866,17.32266362499999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,52,0.863,863,17.613642833,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,53,0.858,858,17.928290540999996,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,54,0.863,863,18.384181624999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,55,0.855,855,18.607555665999996,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,56,0.864,864,18.805174332999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,57,0.858,858,18.974371415999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,58,0.848,848,19.14397920799999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,59,0.857,857,19.312440874999993,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,60,0.858,858,19.479198458000013,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,61,0.872,872,19.648531458000008,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,62,0.864,864,19.806939749999998,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,63,0.861,861,19.973639415999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,64,0.856,856,20.146152166000007,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,65,0.861,861,20.32905683300001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,66,0.864,864,20.500808416000012,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,67,0.862,862,20.706980915999992,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,68,0.855,855,20.911686583000005,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,69,0.855,855,21.08016166600001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,70,0.855,855,21.278217958,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,71,0.854,854,21.48120395800001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,72,0.847,847,21.68224245799999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,73,0.855,855,21.894266958000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,74,0.856,856,22.07046675000001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,75,0.848,848,22.273892915999994,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,76,0.856,856,22.471016415999998,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,77,0.852,852,22.676748540999995,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,78,0.853,853,22.877818375000004,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,79,0.859,859,23.06699445800001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.03,0.15,0.0,0,80,0.856,856,23.40747541600001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,1,0.714,714,0.2746781669999905,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,2,0.804,804,0.5060147080000093,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,3,0.827,827,0.7727459170000088,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,4,0.826,826,1.0579642080000156,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,5,0.843,843,1.4028129579999984,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,6,0.85,850,1.88663408299999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,7,0.85,850,2.5857651670000052,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,8,0.847,847,3.046937541999995,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,9,0.849,849,3.481829457999993,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,10,0.843,843,3.8106875000000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,11,0.848,848,4.26670041700001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,12,0.855,855,4.535461916999992,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,13,0.856,856,4.874739957999992,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,14,0.857,857,5.215530166999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,15,0.836,836,5.756542042000007,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,16,0.849,849,6.074061875000012,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,17,0.855,855,6.352381417000004,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,18,0.857,857,6.642866166999994,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,19,0.848,848,7.030668667000015,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,20,0.864,864,7.320292332999998,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,21,0.85,850,7.664979125000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,22,0.847,847,8.048204375000012,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,23,0.847,847,8.489599375000012,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,24,0.848,848,8.915518458000008,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,25,0.847,847,9.428559583000009,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,26,0.851,851,9.882046000000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,27,0.857,857,10.345330875000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,28,0.85,850,10.992420457999998,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,29,0.851,851,11.660459833000004,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,30,0.854,854,12.248040542000012,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,31,0.86,860,12.955917333000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,32,0.86,860,13.27759337500001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,33,0.848,848,13.607713791999998,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,34,0.861,861,14.07995758300001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,35,0.853,853,14.407195166999998,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,36,0.858,858,14.762375375000005,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,37,0.863,863,15.354878541999994,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,38,0.862,862,15.868669707999999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,39,0.849,849,16.241127792000015,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,40,0.855,855,16.662611333,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,41,0.864,864,17.16413937499999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,42,0.839,839,17.530233707999997,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,43,0.853,853,17.97345525,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,44,0.851,851,18.37540504200001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,45,0.86,860,18.786038958000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,46,0.855,855,19.187355542000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,47,0.848,848,19.570417042000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,48,0.86,860,19.948907958000007,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,49,0.858,858,20.322026875000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,50,0.848,848,20.71679337500001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,51,0.859,859,21.19873791699999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,52,0.848,848,21.85379708299999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,53,0.857,857,22.587805250000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,54,0.855,855,23.11469729199999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,55,0.856,856,23.550229125000016,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,56,0.848,848,23.83219224999999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,57,0.854,854,24.08189279199999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,58,0.845,845,24.37382016699999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,59,0.848,848,24.631693417000008,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,60,0.858,858,25.013922750000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,61,0.853,853,25.335114457999993,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,62,0.86,860,25.769341458000014,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,63,0.851,851,26.178445417000006,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,64,0.854,854,26.466324708000002,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,65,0.857,857,26.931763167000014,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,66,0.856,856,27.211821832999988,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,67,0.859,859,27.522543000000013,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,68,0.856,856,27.854549582999994,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,69,0.857,857,28.19817412500001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,70,0.853,853,28.65466220799999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,71,0.849,849,29.064339292,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,72,0.852,852,29.397683583000003,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,73,0.844,844,29.722730874999996,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,74,0.854,854,30.10722520799999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,75,0.854,854,30.449565667,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,76,0.861,861,30.78336175000001,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,77,0.857,857,31.168843917000004,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,78,0.852,852,31.57884545799999,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,79,0.853,853,32.031527125,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.05,0.25,0.0,0,80,0.856,856,32.369515750000005,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,1,0.791,791,0.48356470799998874,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,2,0.817,817,0.8404221250000035,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,3,0.828,828,1.3266954160000068,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,4,0.852,852,1.813558166000007,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,5,0.86,860,2.2243292910000036,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,6,0.847,847,2.5924234999999953,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,7,0.844,844,2.9310542500000167,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,8,0.861,861,3.258889083000014,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
8,5,2,4,3,1,4,16,2000,1000,0.08,0.4,0.0,0,9,0.86,860,3.623077541000015,partial_shared_kernel,75,3,100,4,160,10,352,352,52,756,400,560
