cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
81,final_eval,1,0,False,False,0.0480456,0.062224,-0.0141784,0.205345,0.227283,0.203974,0.224217,0.0365865,0.044938,False,0.406035125,0.0480456,0.062224,-0.0141784,False,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00199762,0.00178769,1.18772,1.14093,,,,,,,,,,,,,,,,,,,
82,final_eval,2,0,False,False,0.0480466,0.0622196,-0.014173,0.205344,0.227274,0.203974,0.224209,0.0365871,0.0449352,False,0.40224437500000004,0.0480466,0.0622196,-0.014173,False,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00199762,0.00178776,1.17812,1.14017,,,,,,,,,,,,,,,,,,,
83,final_eval,3,0,False,False,0.0471058,0.065612,-0.0185062,0.205316,0.233933,0.203948,0.230774,0.036086,0.0472314,False,0.5017733750000001,0.0471058,0.065612,-0.0185062,False,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00199792,0.00172887,1.16859,1.14013,,,,,,,,,,,,,,,,,,,
84,final_eval,4,0,False,False,0.0471103,0.0656093,-0.018499,0.205326,0.233932,0.203957,0.230774,0.0360885,0.0472298,False,0.6073780000000001,0.0471103,0.0656093,-0.018499,False,0.608103,0.769846,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00199781,0.00172887,1.15915,1.14015,,,,,,,,,,,,,,,,,,,
85,final_eval,5,0,False,False,0.0480389,0.0622346,-0.0141957,0.205335,0.2273,0.203965,0.224255,0.0365816,0.0449494,False,0.545476125,0.0480389,0.0622346,-0.0141957,False,0.769846,0.769843,0.608496,0.769846,0.409298,0.234623,0.168272,0.633585,0.00199772,0.00178733,1.14977,1.14018,,,,,,,,,,,,,,,,,,,
86,final_eval,6,0,False,False,0.0480308,0.0622369,-0.0142061,0.205315,0.227297,0.203947,0.224261,0.0365765,0.0449525,False,0.5985944999999999,0.0480308,0.0622369,-0.0142061,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00199792,0.00178728,1.14046,1.14017,,,,,,,,,,,,,,,,,,,
87,final_eval,7,0,False,False,0.0480351,0.0622332,-0.0141981,0.205324,0.227293,0.203955,0.224248,0.0365793,0.0449483,False,0.472466125,0.0480351,0.0622332,-0.0141981,False,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00199783,0.00178739,1.14024,1.14017,,,,,,,,,,,,,,,,,,,
88,final_eval,8,1,False,False,0.0668695,0.0447958,0.0220738,0.199895,0.233909,0.198408,0.230753,0.0346909,0.0480705,True,0.24862142500000003,0.0668695,0.0447958,0.0220738,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00206432,0.00172906,1.14027,1.14012,,,,,,,,,,,,,,,,,,,
89,final_eval,9,1,False,False,0.0586599,0.0490885,0.00957142,0.2053,0.220113,0.203932,0.218241,0.037086,0.0428263,True,0.21884825,0.0586599,0.0490885,0.00957142,True,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0019981,0.00184489,1.14022,1.14023,,,,,,,,,,,,,,,,,,,
90,final_eval,10,1,False,False,0.0655951,0.0471063,0.0184888,0.205306,0.233895,0.203938,0.23074,0.0360859,0.04722,True,0.433850625,0.0655951,0.0471063,0.0184888,True,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00199803,0.00172917,1.14026,1.14011,,,,,,,,,,,,,,,,,,,
91,final_eval,11,1,False,False,0.0626201,0.0472296,0.0153905,0.203473,0.227264,0.202189,0.224221,0.0361096,0.0451822,True,0.41236612500000003,0.0626201,0.0472296,0.0153905,True,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00201853,0.00178764,1.14025,1.14018,,,,,,,,,,,,,,,,,,,
92,final_eval,12,1,False,False,0.0566175,0.0497332,0.0068843,0.205286,0.215938,0.203919,0.214417,0.037419,0.0415762,True,0.2552052,0.0566175,0.0497332,0.0068843,True,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00199825,0.00188348,1.14023,1.14023,,,,,,,,,,,,,,,,,,,
93,final_eval,13,1,False,False,0.0668033,0.0449181,0.0218852,0.200187,0.233917,0.198767,0.230762,0.0347748,0.0480198,True,0.339744875,0.0668033,0.0449181,0.0218852,True,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00205988,0.00172897,1.14028,1.14009,,,,,,,,,,,,,,,,,,,
94,final_eval,14,1,False,False,0.0668072,0.0449166,0.0218906,0.200185,0.233923,0.198765,0.230769,0.0347726,0.0480191,True,0.31750670000000003,0.0668072,0.0449166,0.0218906,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769846,0.26136,0.00205991,0.00172891,1.14026,1.14014,,,,,,,,,,,,,,,,,,,
95,final_eval,15,1,False,False,0.0668706,0.0447935,0.0220771,0.19989,0.233909,0.198404,0.230755,0.0346883,0.048068,True,0.258585,0.0668706,0.0447935,0.0220771,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00206437,0.00172904,1.14026,1.14014,,,,,,,,,,,,,,,,,,,
